FID;FID1;FID_;site_name;sample_nam;series;year;campaign;julian_day;sampling_d;sample_typ;soil_type;lat;long;km_hq;flow_dista;position;depth;depth_sate;secchi;width;elevation;elevation_;flow_accum;velocity_d;velocity_1;discharge_;velocity_2;discharge1;velocity_c;velocity_s;discharg_1;Seepage_me;strahler_s;slope;distance_t;distance_f;catchment_;atm_pressu;temp_water;do_perc_ys;do_cor_per;do_conc_ys;cond_ysi;ph_ysi;alkalinity;wind_max_k;wind_avg_k;temp_air_k;humidity_r;pressure_a;bact_abund;bact_abu_1;bact_produ;chla;chla_se;TP;TP_se;TN;TN_se;NH4;NH4_se;NOx;NOx_se;NO2;NO2_se;NO3;NO3_se;Fe;DOC;DOC_se;DIC;DIC_se;lability;lability_s;photodegra;photodeg_1;C1;C2;C3;C4;C5;C6;CDOM;pco2_heads;pco2_hea_1;pch4_heads;pch4_hea_1;pco2_hea_2;pco2_hea_3;pch4_hea_2;pch4_hea_3;pn2o_heads;pn2o_hea_1;flux_co2;flux_ch4;kco2_flux;kch4_flux;k600;kch4_k600;Rn;Rn_se;d13C_co2;d13C_co2_s;d13C_ch4;d13C_ch4_s;d2H_h2o;dO18_h2o;dO17_h2o;d13C_DOC;d13C_DIC;POM_PIM;POM_PIM_se;POM;PIM;POM_N_perc;POM_C_perc;POC;d13C_POM;Comments;sample_t_1;wrt_1508;NEAR_FID;NEAR_DIST;NEAR_X;NEAR_Y;pointid
126;126;129;PR-03A;PR16-4;PR;2015;2;215;2015-08-03 00:00:00;Stream;NA;51,303572000000003;-63,869197000000000;NA;NA;NA;0,000000000000000;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;231,858642833000005;1,344079595840000;714,200000000000045;13,880000000000001;86,700000000000003;92,232210607300004;8,960000000000001;9;6,300000000000000;0,000000000000000;NA;0;18.4;NA;NA;0;0;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;0,000000000000000;0,000000000000000;0,000000000000000;NA;NA;NA;NA;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;NA;0,000000000000000;619,557775670999945;21,217466060400000;11,455125337900000;0,383309665813000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;NA;NA;48.2630795130421;0.110302862547647;4.0302214394742;6.37134184120049;4.98917200398442;7.9799284445734;0,000000000000000;NA;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Stream;0,062380256160500;301179;0,000000000000000;-63,869374999999998;51,303541666699999;383705
127;127;130;PR-02B;PR17;PR;2015;2;215;2015-08-03 00:00:00;Stream;NA;51,305500000000002;-63,864460000000001;NA;34.14;NA;2,330000000000000;NA;NA;30;NA;0;192911;NA;NA;NA;NA;NA;NA;NA;27.6195879192697;NA;5;1.70443;NA;231,508642833000010;3,055040042890000;714,500000000000000;12,890000000000001;88,200000000000003;94,119264935499999;9,350000000000000;11;5,790000000000000;28,881187498700001;0.5;0;18.4;98;948.8;742500;4500;3,446285023530000;0,319583333333000;0,000000000000000;4,606683899170000;0,431226869517000;0,117788500000000;0,013411000000000;NA;NA;<0.01;NA;<0.01;NA;5.1970000000000002E-3;0.000245;193,854000000000013;8,035093104150000;0,225598526703000;0.589830161653366;0.00562717413547062;-0.0318261243640853;0.00125545804557906;3,177028815380000;33,938346556799999;0,082083585807700;0,938735839424000;0,362548143035000;0,160173743823000;0,351860160370000;NA;5,066600000000000;686,586916993000045;82,291127018899999;28,407073339099998;10,411046941600000;533,134986376000029;52,636669453099998;18,437024053700000;7,906640467360000;NA;NA;NA;NA;NA;NA;NA;NA;91,582061210099994;112.353980899136;-15,811110426400001;0,821642307900000;-55,403543205699997;1,305837951620000;-97.127117;-13.85885;NA;-27.18;-17.5;NA;NA;NA;NA;NA;NA;NA;NA;NA;Stream;0,062665018215100;300720;0,000000000000000;-63,864375000000003;51,305208333300001;383160
128;128;131;PR-02B;PR17-1;PR;2015;2;215;2015-08-03 00:00:00;Stream;NA;51,305500000000002;-63,864460000000001;NA;NA;NA;0,000000000000000;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;231,508642833000010;3,055040042890000;714,399999999999977;12,850000000000000;90,599999999999994;95,858875427499996;9,529999999999999;0;0,000000000000000;0,000000000000000;0;0;18.4;NA;NA;0;0;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;0,000000000000000;0,000000000000000;0,000000000000000;NA;NA;NA;NA;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;NA;0,000000000000000;686,586916993000045;82,291127018899999;28,407073339099998;10,411046941600000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;NA;NA;61.6183671639276;0.275986294670967;3.94529612614956;5.68213728208521;5.07682712208048;7.38883069859062;0,000000000000000;NA;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Stream;0,062665018215100;300720;0,000000000000000;-63,864375000000003;51,305208333300001;383160
129;129;132;PR-02B;PR17-2;PR;2015;2;215;2015-08-03 00:00:00;Stream;NA;51,305500000000002;-63,864460000000001;NA;NA;NA;0,000000000000000;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;231,508642833000010;3,055040042890000;714,399999999999977;12,840000000000000;88,400000000000006;94,127858792799998;9,359999999999999;0;0,000000000000000;0,000000000000000;0.5;0;18.4;NA;NA;0;0;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;0,000000000000000;0,000000000000000;0,000000000000000;NA;NA;NA;NA;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;NA;0,000000000000000;686,586916993000045;82,291127018899999;28,407073339099998;10,411046941600000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;NA;NA;205.595114059006;0.978966997776062;13.1687322027181;20.155746726333;16.9520226081927;26.2193903105765;0,000000000000000;NA;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Stream;0,062665018215100;300720;0,000000000000000;-63,864375000000003;51,305208333300001;383160
130;130;133;PR-02B;PR17-3;PR;2015;2;215;2015-08-03 00:00:00;Stream;NA;51,305500000000002;-63,864460000000001;NA;NA;NA;0,000000000000000;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;231,508642833000010;3,055040042890000;714,299999999999955;13,270000000000000;91,000000000000000;95,859565566900002;9,440000000000000;0;0,000000000000000;0,000000000000000;0;0;18.4;NA;NA;0;0;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;0,000000000000000;0,000000000000000;0,000000000000000;NA;NA;NA;NA;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;NA;0,000000000000000;686,586916993000045;82,291127018899999;28,407073339099998;10,411046941600000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;NA;NA;183.775981568261;0.868785466045118;11.5874318753263;17.8756126176454;14.6759248133486;22.889851487627;0,000000000000000;NA;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Stream;0,062665018215100;300720;0,000000000000000;-63,864375000000003;51,305208333300001;383160
131;131;134;PR-02B;PR17-4;PR;2015;2;215;2015-08-03 00:00:00;Stream;NA;51,305500000000002;-63,864460000000001;NA;NA;NA;0,000000000000000;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;231,508642833000010;3,055040042890000;714,299999999999955;13,869999999999999;93,799999999999997;98,784693357600005;9,600000000000000;0;0,000000000000000;0,000000000000000;0.4;0;18.4;NA;NA;0;0;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;0,000000000000000;0,000000000000000;0,000000000000000;NA;NA;NA;NA;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;NA;0,000000000000000;686,586916993000045;82,291127018899999;28,407073339099998;10,411046941600000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;NA;NA;115.638025375039;0.446334747850943;7.13949868514748;9.17538883432823;8.84156135095481;11.4960671185267;0,000000000000000;NA;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Stream;0,062665018215100;300720;0,000000000000000;-63,864375000000003;51,305208333300001;383160
132;132;135;PR-02B;PR17-5;PR;2015;2;215;2015-08-03 00:00:00;Stream;NA;51,305500000000002;-63,864460000000001;NA;NA;NA;0,000000000000000;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;231,508642833000010;3,055040042890000;714,299999999999955;13,900000000000000;95,200000000000003;100,600286382999997;9,770000000000000;0;0,000000000000000;0,000000000000000;1;0;18.4;NA;NA;0;0;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;0,000000000000000;0,000000000000000;0,000000000000000;NA;NA;NA;NA;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;NA;0,000000000000000;686,586916993000045;82,291127018899999;28,407073339099998;10,411046941600000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;NA;NA;25.2862862888427;0.119186320011904;1.55957877206889;2.45002911097026;1.9292282730784;3.06638003560078;0,000000000000000;NA;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Stream;0,062665018215100;300720;0,000000000000000;-63,864375000000003;51,305208333300001;383160
133;133;136;PR-02A;PR18;PR;2015;2;216;2015-08-04 00:00:00;Stream;NA;51,304079999999999;-63,852390000000000;NA;34.91;NA;0,950600000000000;NA;NA;85;NA;0;439161;NA;NA;NA;NA;NA;NA;NA;21.9560933421588;NA;5;1.07798;NA;230,601935596999994;3,067323224900000;714,399999999999977;14,330000000000000;92,299999999999997;98,003713483699997;9,430000000000000;0;0,000000000000000;0,000000000000000;1;0.2;20;78.2;961.3;0;0;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;0,000000000000000;9,425516676899999;0,146818088807000;0.792919991815019;0.00920810313075975;NA;NA;0,000000000000000;0,000000000000000;0,059177374767900;1,095201953760000;0,449801994141000;0,162694621915000;0,412488684402000;NA;6,448400000000000;925,222095358000047;28,542876766399999;49,148209346900003;2,166162114510000;714,804423671999984;59,900368845700001;33,237780015600002;1,412863107910000;NA;NA;NA;NA;NA;NA;NA;NA;27,729404184900002;31.4266015366604;-19,091415370800000;0,201137093407000;-59,829924341700000;1,739313564090000;-100.595322;-14.201036;NA;-27.29;-21.29;NA;NA;NA;NA;NA;NA;NA;NA;NA;Stream;0,084880104795400;300965;0,000000000000000;-63,852291666699998;51,304375000000000;383441
134;134;137;PR-02A;PR18-1;PR;2015;2;216;2015-08-04 00:00:00;Stream;NA;51,304079999999999;-63,852390000000000;NA;NA;NA;0,000000000000000;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;230,601935596999994;3,067323224900000;714,399999999999977;14,380000000000001;88,200000000000003;93,532784206200006;8,990000000000000;0;0,000000000000000;0,000000000000000;2.5;0.7;20;NA;NA;0;0;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;0,000000000000000;0,000000000000000;0,000000000000000;NA;NA;NA;NA;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;NA;0,000000000000000;925,222095358000047;28,542876766399999;49,148209346900003;2,166162114510000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;NA;NA;79.1073625677543;0.447403817439378;3.03497388856814;5.3599744691852;3.68816660574704;6.59375568189014;0,000000000000000;NA;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Stream;0,084880104795400;300965;0,000000000000000;-63,852291666699998;51,304375000000000;383441
135;135;138;PR-02A;PR18-2;PR;2015;2;216;2015-08-04 00:00:00;Stream;NA;51,304079999999999;-63,852390000000000;NA;NA;NA;0,000000000000000;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;230,601935596999994;3,067323224900000;714,399999999999977;14,350000000000000;90,900000000000006;96,694810676399996;9,300000000000001;0;0,000000000000000;0,000000000000000;1.1;0.1;20;NA;NA;0;0;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;0,000000000000000;0,000000000000000;0,000000000000000;NA;NA;NA;NA;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;NA;0,000000000000000;925,222095358000047;28,542876766399999;49,148209346900003;2,166162114510000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;NA;NA;108.306402923533;0.522931865227913;4.15778985259982;6.26496925504109;5.05822939816906;7.7153357017636;0,000000000000000;NA;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Stream;0,084880104795400;300965;0,000000000000000;-63,852291666699998;51,304375000000000;383441
136;136;139;PR-02A;PR18-3;PR;2015;2;216;2015-08-04 00:00:00;Stream;NA;51,304079999999999;-63,852390000000000;NA;NA;NA;0,000000000000000;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;230,601935596999994;3,067323224900000;714,399999999999977;14,340000000000000;89,200000000000003;95,530279475900002;9,190000000000000;0;0,000000000000000;0,000000000000000;3.3;1.6;20;NA;NA;0;0;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;0,000000000000000;0,000000000000000;0,000000000000000;NA;NA;NA;NA;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;NA;0,000000000000000;925,222095358000047;28,542876766399999;49,148209346900003;2,166162114510000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;NA;NA;106.413592829476;0.494816624721924;4.08597541267966;5.92818466772567;4.97269630847032;7.30319537100122;0,000000000000000;NA;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Stream;0,084880104795400;300965;0,000000000000000;-63,852291666699998;51,304375000000000;383441
137;137;140;PR-02A;PR18-4;PR;2015;2;216;2015-08-04 00:00:00;Stream;NA;51,304079999999999;-63,852390000000000;NA;NA;NA;0,000000000000000;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;230,601935596999994;3,067323224900000;714,399999999999977;14,330000000000000;92,299999999999997;98,003713483699997;9,430000000000000;0;0,000000000000000;0,000000000000000;2.9;0.8;20;NA;NA;0;0;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;0,000000000000000;0,000000000000000;0,000000000000000;NA;NA;NA;NA;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;NA;0,000000000000000;925,222095358000047;28,542876766399999;49,148209346900003;2,166162114510000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;NA;NA;85.7633961648075;0.413733540073061;3.29375213775657;4.9568043370844;4.01002735946662;6.10869318798643;0,000000000000000;NA;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Stream;0,084880104795400;300965;0,000000000000000;-63,852291666699998;51,304375000000000;383441
138;138;141;PR-02A;PR18-5;PR;2015;2;216;2015-08-04 00:00:00;Stream;NA;51,304079999999999;-63,852390000000000;NA;NA;NA;0,000000000000000;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;230,601935596999994;3,067323224900000;714,399999999999977;14,340000000000000;92,200000000000003;97,609284469900004;9,390000000000001;0;0,000000000000000;0,000000000000000;2.8;1.1;20;NA;NA;0;0;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;0,000000000000000;0,000000000000000;0,000000000000000;NA;NA;NA;NA;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;NA;0,000000000000000;925,222095358000047;28,542876766399999;49,148209346900003;2,166162114510000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;NA;NA;38.1283815049454;0.188499843905664;1.46402001109132;2.25833536845742;1.78173536778726;2.78214416950916;0,000000000000000;NA;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Stream;0,084880104795400;300965;0,000000000000000;-63,852291666699998;51,304375000000000;383441
139;139;142;PR-05A;PR19;PR;2015;2;217;2015-08-05 00:00:00;Stream;NA;51,202869999999997;-63,924759999999999;NA;2.87;NA;0,230000000000000;NA;NA;2.3;NA;0;4542;NA;NA;NA;NA;NA;NA;NA;0.238672364333072;NA;2;2.41043;NA;245,430767142000008;0,038893849467000;701,000000000000000;9,890000000000001;0,000000000000000;95,299803652400001;9,949999999999999;8;0,000000000000000;-0,887755898987000;1.3;0;18.1;99.9;930.7;383250;34077;1,565031064980000;0,172575000000000;0,019175000000000;2,522420696510000;0,215613434758000;0,076417000000000;0,000494500000000;NA;NA;<0.01;NA;<0.01;NA;<0.01;NA;84,221999999999994;5,145794966240000;0,147841211377000;0.701862083077553;0.00306936771024923;-0.0110880094972296;0.00203864560355215;1,512513331870000;29,715677454300000;0,000000000000000;0,635196700343000;0,340416336560000;0,041509741044900;0,276413026432000;NA;2,418150000000000;833,791991387000053;0,130731062914000;21,060498633200002;11,231114879600000;669,112334901000054;2,761220220180000;13,471822292000001;7,619962236620000;NA;NA;NA;NA;NA;NA;NA;NA;47,969160795299999;33.8203204271722;-18,034717175899999;0,092343442706000;-59,629832145800002;6,632291800660000;-97.432737;-14.185625;NA;-27.06;-16.65;NA;NA;NA;NA;NA;NA;NA;NA;NA;Stream;0,149136523274000;324830;0,000000000000000;-63,924791666700003;51,202708333300002;411775
140;140;143;PR-05A;PR19-1;PR;2015;2;217;2015-08-05 00:00:00;Stream;NA;51,202869999999997;-63,924759999999999;NA;NA;NA;0,000000000000000;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;245,430767142000008;0,038893849467000;701,200000000000045;9,830000000000000;52,799999999999997;57,274088702699999;5,990000000000000;0;0,000000000000000;0,000000000000000;0;0;18.1;NA;NA;0;0;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;0,000000000000000;0,000000000000000;0,000000000000000;NA;NA;NA;NA;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;NA;0,000000000000000;833,791991387000053;0,130731062914000;21,060498633200002;11,231114879600000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;NA;NA;26.8003762966062;0.0256940638823623;1.06450945871919;0.678186430227047;1.54043547078668;0.988142201730181;0,000000000000000;NA;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Stream;0,149136523274000;324830;0,000000000000000;-63,924791666700003;51,202708333300002;411775
141;141;144;PR-05A;PR19-2;PR;2015;2;217;2015-08-05 00:00:00;Stream;NA;51,202869999999997;-63,924759999999999;NA;NA;NA;0,000000000000000;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;245,430767142000008;0,038893849467000;700,899999999999977;9,890000000000001;57,200000000000003;61,977651511500000;6,470000000000000;0;0,000000000000000;0,000000000000000;NA;0;18.1;NA;NA;0;0;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;0,000000000000000;0,000000000000000;0,000000000000000;NA;NA;NA;NA;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;NA;0,000000000000000;833,791991387000053;0,130731062914000;21,060498633200002;11,231114879600000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;NA;NA;980.398627550729;3.28013083998309;38.8789951551347;86.5662872248533;56.1273757617866;125.839411043718;0,000000000000000;NA;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Stream;0,149136523274000;324830;0,000000000000000;-63,924791666700003;51,202708333300002;411775
142;142;145;PR-05A;PR19-3;PR;2015;2;217;2015-08-05 00:00:00;Stream;NA;51,202869999999997;-63,924759999999999;NA;NA;NA;0,000000000000000;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;245,430767142000008;0,038893849467000;700,899999999999977;9,890000000000001;57,200000000000003;61,977651511500000;6,470000000000000;0;0,000000000000000;0,000000000000000;NA;0;18.1;NA;NA;0;0;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;0,000000000000000;0,000000000000000;0,000000000000000;NA;NA;NA;NA;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;NA;0,000000000000000;833,791991387000053;0,130731062914000;21,060498633200002;11,231114879600000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;NA;NA;423.377366593088;1.25730212667021;16.7895855032851;33.1815962031299;24.2381617803482;48.2353195170132;0,000000000000000;NA;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Stream;0,149136523274000;324830;0,000000000000000;-63,924791666700003;51,202708333300002;411775
143;143;146;PR-05B;PR20;PR;2015;2;217;2015-08-05 00:00:00;Stream;NA;51,202150000000003;-63,923150000000000;NA;3.03;NA;0,745000000000000;NA;NA;0.95;NA;0;4609;NA;NA;NA;NA;NA;NA;NA;0.119429656045338;NA;2;8.88924;NA;245,289564987000006;0,040096125586000;701,700000000000045;9,940000000000000;56,799999999999997;61,884129883900002;6,460000000000000;8;6,360000000000000;0,000000000000000;1.6;0;18.2;99.9;931.5;0;0;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;0,000000000000000;4,750358092900000;0,296705545324000;0.663494986699407;0.00767341927563031;NA;NA;0,000000000000000;0,000000000000000;0,000000000000000;0,628032829976000;0,307503029173000;0,053361280999400;0,269721717471000;NA;2,533300000000000;849,628361845999962;0,000000000000000;198,114018350999999;0,000000000000000;739,570666416999984;83,676386203000007;170,414305364999990;25,430433044299999;NA;NA;NA;NA;NA;NA;NA;NA;132,353696270000000;82.0221819885292;-19,008392669900001;0,661367509142000;-82,255445866399995;1,152649651340000;-96.915584;-14.102229;NA;-27.09;-14.54;NA;NA;NA;NA;NA;NA;NA;NA;NA;Stream;0,002224513043480;324951;0,000000000000000;-63,923124999999999;51,202083333300003;411899
144;144;147;PR-05B;PR20-1;PR;2015;2;217;2015-08-05 00:00:00;Stream;NA;51,202150000000003;-63,923150000000000;NA;NA;NA;0,000000000000000;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;245,289564987000006;0,040096125586000;701,700000000000045;9,949999999999999;54,000000000000000;58,545041736700000;6,110000000000000;0;0,000000000000000;0,000000000000000;NA;0;18.2;NA;NA;0;0;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;0,000000000000000;0,000000000000000;0,000000000000000;NA;NA;NA;NA;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;NA;0,000000000000000;849,628361845999962;0,000000000000000;198,114018350999999;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;NA;NA;24.2307898424795;0.0312434770890571;0.930805404653379;0.0813179574134164;1.34055639771696;0.117937695495242;0,000000000000000;NA;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Stream;0,002224513043480;324951;0,000000000000000;-63,923124999999999;51,202083333300003;411899
145;145;148;PR-05B;PR20-2;PR;2015;2;217;2015-08-05 00:00:00;Stream;NA;51,202150000000003;-63,923150000000000;NA;NA;NA;0,000000000000000;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;245,289564987000006;0,040096125586000;701,700000000000045;9,949999999999999;54,100000000000001;58,640860135600001;6,120000000000000;0;0,000000000000000;0,000000000000000;NA;0;18.2;NA;NA;0;0;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;0,000000000000000;0,000000000000000;0,000000000000000;NA;NA;NA;NA;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;NA;0,000000000000000;849,628361845999962;0,000000000000000;198,114018350999999;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;NA;NA;64.8204928875729;0.170469314078638;2.49002469602843;0.443683536983665;3.58616153284711;0.643486574742692;0,000000000000000;NA;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Stream;0,002224513043480;324951;0,000000000000000;-63,923124999999999;51,202083333300003;411899
