"molecular.formula","mz","DBE","HC","OC","NC","C","H","N","O","S","Class","AI","AImod","NOSC","DBE_O","GFE","Compound.category","fl.categories","categories","aliphatic","low.O.unsaturated","high.O.unsaturated","polyphenols","condensed.aromatics","fl_condensed.aromatics","fl_polyphenolic","fl_highly.unsat.phenolic","fl_aliphatic","fl_peptide","fl_sugar","cluster","order"
"C40H51O18N1S0",832.303337,16,1.275,0.45,0.025,40,51,1,18,0,"CHON",0,0.2,-0.3,-2,68.85,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"4",9534
"C40H51O19N1S0",848.298252,16,1.275,0.475,0.025,40,51,1,19,0,"CHON",0,0.186440677966102,-0.25,-3,67.425,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"4",9717
"C40H51O20N1S0",864.293166,16,1.275,0.5,0.025,40,51,1,20,0,"CHON",0,0.172413793103448,-0.2,-4,66,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"4",9345
"C40H51O21N1S0",880.288081,16,1.275,0.525,0.025,40,51,1,21,0,"CHON",0,0.157894736842105,-0.15,-5,64.575,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"4",9347
"C40H52O24N0S0",915.277576,15,1.3,0.6,0,40,52,0,24,0,"CHO",0,0.107142857142857,-0.0999999999999996,-9,63.15,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"4",9191
"C40H52O25N0S0",931.272491,15,1.3,0.625,0,40,52,0,25,0,"CHO",0,0.0909090909090909,-0.0499999999999998,-10,61.725,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"4",9190
"C40H53O19N1S0",850.313902,15,1.325,0.475,0.025,40,53,1,19,0,"CHON",0,0.152542372881356,-0.3,-4,68.85,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"4",9348
"C40H53O21N1S0",882.303731,15,1.325,0.525,0.025,40,53,1,21,0,"CHON",0,0.12280701754386,-0.2,-6,66,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"4",9935
"C40H54O23N0S0",901.298311,14,1.35,0.575,0,40,54,0,23,0,"CHO",0,0.087719298245614,-0.2,-9,66,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"4",9936
"C40H54O24N0S0",917.293226,14,1.35,0.6,0,40,54,0,24,0,"CHO",0,0.0714285714285714,-0.15,-10,64.575,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"4",9537
"C40H55O19N1S0",852.329552,14,1.375,0.475,0.025,40,55,1,19,0,"CHON",0,0.11864406779661,-0.35,-5,70.275,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"4",9738
"C40H56O12N0S0",727.369901,13,1.4,0.3,0,40,56,0,12,0,"CHO",0.0357142857142857,0.205882352941176,-0.8,1,83.1,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"4",9536
"C40H56O22N0S0",887.319047,13,1.4,0.55,0,40,56,0,22,0,"CHO",0,0.0689655172413793,-0.3,-9,68.85,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"4",9720
"C40H56O23N0S0",903.313962,13,1.4,0.575,0,40,56,0,23,0,"CHO",0,0.0526315789473684,-0.25,-10,67.425,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"4",10568
"C40H58O12N0S0",729.385551,12,1.45,0.3,0,40,58,0,12,0,"CHO",0,0.176470588235294,-0.85,0,84.525,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"4",10781
"C40H58O20N0S0",857.344868,12,1.45,0.5,0,40,58,0,20,0,"CHO",0,0.0666666666666667,-0.45,-8,73.125,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"4",10332
"C40H58O21N0S0",873.339782,12,1.45,0.525,0,40,58,0,21,0,"CHO",0,0.0508474576271186,-0.4,-9,71.7,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"4",10548
"C40H60O13N0S0",747.396115,11,1.5,0.325,0,40,60,0,13,0,"CHO",0,0.134328358208955,-0.85,-2,84.525,"Aliphatic","aliphatic","aliphatic",1,0,0,0,0,0,0,0,1,0,0,"4",10334
"C40H60O14N0S0",763.39103,11,1.5,0.35,0,40,60,0,14,0,"CHO",0,0.121212121212121,-0.8,-3,83.1,"Aliphatic","aliphatic","aliphatic",1,0,0,0,0,0,0,0,1,0,0,"4",10549
"C40H60O18N0S0",827.370689,11,1.5,0.45,0,40,60,0,18,0,"CHO",0,0.0645161290322581,-0.6,-7,77.4,"Aliphatic","aliphatic","aliphatic",1,0,0,0,0,0,0,0,1,0,0,"4",10113
"C40H60O19N0S0",843.365603,11,1.5,0.475,0,40,60,0,19,0,"CHO",0,0.0491803278688525,-0.55,-8,75.975,"Aliphatic","aliphatic","aliphatic",1,0,0,0,0,0,0,0,1,0,0,"4",10330
"C41H34O12N0S0",717.19775,25,0.829268292683,0.292682926829,0,41,34,0,12,0,"CHO",0.448275862068966,0.542857142857143,-0.24390243902439,13,67.2512195121951,"Polyphenolic","polyphenolic","polyphenols",0,0,0,1,0,0,1,0,0,0,0,"4",10350
"C41H34O15N0S0",765.182494,25,0.829268292683,0.365853658537,0,41,34,0,15,0,"CHO",0.384615384615385,0.522388059701492,-0.0975609756097562,10,63.080487804878,"Polyphenolic","polyphenolic","polyphenols",0,0,0,1,0,0,1,0,0,0,0,"4",10566
"C41H34O16N0S0",781.177408,25,0.829268292683,0.390243902439,0,41,34,0,16,0,"CHO",0.36,0.515151515151515,-0.0487804878048781,9,61.690243902439,"Polyphenolic","polyphenolic","polyphenols",0,0,0,1,0,0,1,0,0,0,0,"4",10370
"C41H35O20N1S0",860.167966,25,0.853658536585,0.487804878049,0.024390243902439,41,35,1,20,0,"CHON",0.2,0.466666666666667,0.195121951219512,5,54.7390243902439,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"2",10587
"C41H35O21N1S0",876.162881,25,0.853658536585,0.512195121951,0.024390243902439,41,35,1,21,0,"CHON",0.157894736842105,0.457627118644068,0.24390243902439,4,53.3487804878049,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"2",10136
"C41H35O22N1S0",892.157795,25,0.853658536585,0.536585365854,0.024390243902439,41,35,1,22,0,"CHON",0.111111111111111,0.448275862068966,0.292682926829268,3,51.9585365853659,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"2",10352
"C41H35O23N1S0",908.15271,25,0.853658536585,0.560975609756,0.024390243902439,41,35,1,23,0,"CHON",0.0588235294117647,0.43859649122807,0.341463414634146,2,50.5682926829268,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"2",10132
"C41H36O12N0S0",719.2134,24,0.878048780488,0.292682926829,0,41,36,0,12,0,"CHO",0.413793103448276,0.514285714285714,-0.292682926829269,12,68.6414634146342,"Polyphenolic","polyphenolic","polyphenols",0,0,0,1,0,0,1,0,0,0,0,"4",10348
"C41H36O13N0S0",735.208315,24,0.878048780488,0.317073170732,0,41,36,0,13,0,"CHO",0.392857142857143,0.507246376811594,-0.24390243902439,11,67.2512195121951,"Polyphenolic","polyphenolic","polyphenols",0,0,0,1,0,0,1,0,0,0,0,"4",10368
"C41H36O15N0S0",767.198144,24,0.878048780488,0.365853658537,0,41,36,0,15,0,"CHO",0.346153846153846,0.492537313432836,-0.146341463414634,9,64.4707317073171,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"4",10585
"C41H36O16N0S0",783.193059,24,0.878048780488,0.390243902439,0,41,36,0,16,0,"CHO",0.32,0.484848484848485,-0.0975609756097562,8,63.080487804878,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"4",10152
"C41H37O20N1S0",862.183616,24,0.90243902439,0.487804878049,0.024390243902439,41,37,1,20,0,"CHON",0.15,0.433333333333333,0.146341463414634,4,56.1292682926829,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"2",10366
"C41H37O21N1S0",878.178531,24,0.90243902439,0.512195121951,0.024390243902439,41,37,1,21,0,"CHON",0.105263157894737,0.423728813559322,0.195121951219512,3,54.7390243902439,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"2",10151
"C41H37O22N1S0",894.173445,24,0.90243902439,0.536585365854,0.024390243902439,41,37,1,22,0,"CHON",0.0555555555555556,0.413793103448276,0.24390243902439,2,53.3487804878049,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"2",10365
"C41H37O23N1S0",910.16836,24,0.90243902439,0.560975609756,0.024390243902439,41,37,1,23,0,"CHON",0,0.403508771929825,0.292682926829268,1,51.9585365853659,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"2",9926
"C41H37O24N1S0",926.163275,24,0.90243902439,0.585365853659,0.024390243902439,41,37,1,24,0,"CHON",0,0.392857142857143,0.341463414634146,0,50.5682926829268,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"2",10131
"C41H38O12N0S0",721.22905,23,0.926829268293,0.292682926829,0,41,38,0,12,0,"CHO",0.379310344827586,0.485714285714286,-0.341463414634147,11,70.0317073170732,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"4",9909
"C41H38O15N0S0",769.213794,23,0.926829268293,0.365853658537,0,41,38,0,15,0,"CHO",0.307692307692308,0.462686567164179,-0.195121951219512,8,65.8609756097561,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"4",10115
"C41H39O20N1S0",864.199266,23,0.951219512195,0.487804878049,0.024390243902439,41,39,1,20,0,"CHON",0.1,0.4,0.0975609756097562,3,57.5195121951219,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"2",9713
"C41H39O21N1S0",880.194181,23,0.951219512195,0.512195121951,0.024390243902439,41,39,1,21,0,"CHON",0.0526315789473684,0.389830508474576,0.146341463414634,2,56.1292682926829,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"2",9907
"C41H39O22N1S0",896.189095,23,0.951219512195,0.536585365854,0.024390243902439,41,39,1,22,0,"CHON",0,0.379310344827586,0.195121951219512,1,54.7390243902439,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"2",9697
"C41H39O23N1S0",912.18401,23,0.951219512195,0.560975609756,0.024390243902439,41,39,1,23,0,"CHON",0,0.368421052631579,0.24390243902439,0,53.3487804878049,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"2",9892
"C41H40O15N0S0",771.229444,22,0.975609756098,0.365853658537,0,41,40,0,15,0,"CHO",0.269230769230769,0.432835820895522,-0.24390243902439,7,67.2512195121951,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"4",9906
"C41H40O25N0S0",931.17859,22,0.975609756098,0.609756097561,0,41,40,0,25,0,"CHO",0,0.333333333333333,0.24390243902439,-3,53.3487804878049,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"2",10112
"C41H41O20N1S0",866.214916,22,1,0.487804878049,0.024390243902439,41,41,1,20,0,"CHON",0.05,0.366666666666667,0.0487804878048781,2,58.909756097561,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"2",9696
"C41H41O21N1S0",882.209831,22,1,0.512195121951,0.024390243902439,41,41,1,21,0,"CHON",0,0.355932203389831,0.0975609756097562,1,57.5195121951219,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"2",9891
"C41H41O22N1S0",898.204745,22,1,0.536585365854,0.024390243902439,41,41,1,22,0,"CHON",0,0.344827586206897,0.146341463414634,0,56.1292682926829,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"2",3054
"C41H41O23N1S0",914.19966,22,1,0.560975609756,0.024390243902439,41,41,1,23,0,"CHON",0,0.333333333333333,0.195121951219512,-1,54.7390243902439,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"2",9967
"C41H41O24N1S0",930.194575,22,1,0.585365853659,0.024390243902439,41,41,1,24,0,"CHON",0,0.321428571428571,0.24390243902439,-2,53.3487804878049,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"2",10190
"C41H42O15N0S0",773.245094,21,1.0243902439,0.365853658537,0,41,42,0,15,0,"CHO",0.230769230769231,0.402985074626866,-0.292682926829269,6,68.6414634146342,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"4",10175
"C41H43O20N1S0",868.230566,21,1.0487804878,0.487804878049,0.024390243902439,41,43,1,20,0,"CHON",0,0.333333333333333,0,1,60.3,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"2",10410
"C41H43O21N1S0",884.225481,21,1.0487804878,0.512195121951,0.024390243902439,41,43,1,21,0,"CHON",0,0.322033898305085,0.0487804878048781,0,58.909756097561,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"2",9969
"C41H43O22N1S0",900.220395,21,1.0487804878,0.536585365854,0.024390243902439,41,43,1,22,0,"CHON",0,0.310344827586207,0.0975609756097562,-1,57.5195121951219,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"2",10192
"C41H43O23N1S0",916.21531,21,1.0487804878,0.560975609756,0.024390243902439,41,43,1,23,0,"CHON",0,0.298245614035088,0.146341463414634,-2,56.1292682926829,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"2",10619
"C41H44O14N0S0",759.26583,20,1.07317073171,0.341463414634,0,41,44,0,14,0,"CHO",0.222222222222222,0.382352941176471,-0.390243902439025,6,71.4219512195122,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"4",10830
"C41H45O20N1S0",870.246216,20,1.09756097561,0.487804878049,0.024390243902439,41,45,1,20,0,"CHON",0,0.3,-0.0487804878048781,0,61.690243902439,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"2",10388
"C41H45O21N1S0",886.241131,20,1.09756097561,0.512195121951,0.024390243902439,41,45,1,21,0,"CHON",0,0.288135593220339,0,-1,60.3,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"2",10600
"C41H45O22N1S0",902.236046,20,1.09756097561,0.536585365854,0.024390243902439,41,45,1,22,0,"CHON",0,0.275862068965517,0.0487804878048781,-2,58.909756097561,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"2",10172
"C41H46O14N0S0",761.28148,19,1.12195121951,0.341463414634,0,41,46,0,14,0,"CHO",0.185185185185185,0.352941176470588,-0.439024390243903,5,72.8121951219512,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"4",10385
"C41H47O19N1S0",856.266952,19,1.14634146341,0.463414634146,0.024390243902439,41,47,1,19,0,"CHON",0,0.278688524590164,-0.146341463414634,0,64.4707317073171,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"4",10408
"C41H47O20N1S0",872.261866,19,1.14634146341,0.487804878049,0.024390243902439,41,47,1,20,0,"CHON",0,0.266666666666667,-0.0975609756097562,-1,63.080487804878,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"4",10617
"C41H47O21N1S0",888.256781,19,1.14634146341,0.512195121951,0.024390243902439,41,47,1,21,0,"CHON",0,0.254237288135593,-0.0487804878048781,-2,61.690243902439,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"4",10173
"C41H47O22N1S0",904.251696,19,1.14634146341,0.536585365854,0.024390243902439,41,47,1,22,0,"CHON",0,0.241379310344828,0,-3,60.3,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"4",10386
"C41H48O13N0S0",747.302215,18,1.17073170732,0.317073170732,0,41,48,0,13,0,"CHO",0.178571428571429,0.333333333333333,-0.536585365853658,5,75.5926829268293,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"4",9370
"C41H48O25N0S0",939.24119,18,1.17073170732,0.609756097561,0,41,48,0,25,0,"CHO",0,0.192982456140351,0.0487804878048781,-7,58.909756097561,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"4",9563
"C41H49O19N1S0",858.282602,18,1.19512195122,0.463414634146,0.024390243902439,41,49,1,19,0,"CHON",0,0.245901639344262,-0.195121951219512,-1,65.8609756097561,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"4",9546
"C41H49O20N1S0",874.277516,18,1.19512195122,0.487804878049,0.024390243902439,41,49,1,20,0,"CHON",0,0.233333333333333,-0.146341463414634,-2,64.4707317073171,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"4",9548
"C41H49O21N1S0",890.272431,18,1.19512195122,0.512195121951,0.024390243902439,41,49,1,21,0,"CHON",0,0.220338983050847,-0.0975609756097562,-3,63.080487804878,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"4",9748
"C41H49O22N1S0",906.267346,18,1.19512195122,0.536585365854,0.024390243902439,41,49,1,22,0,"CHON",0,0.206896551724138,-0.0487804878048781,-4,61.690243902439,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"4",9746
"C41H50O13N0S0",749.317865,17,1.21951219512,0.317073170732,0,41,50,0,13,0,"CHO",0.142857142857143,0.304347826086957,-0.585365853658536,4,76.9829268292683,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"4",9948
"C41H50O25N0S0",941.256841,17,1.21951219512,0.609756097561,0,41,50,0,25,0,"CHO",0,0.157894736842105,0,-8,60.3,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"4",2689
"C41H51O19N1S0",860.298252,17,1.24390243902,0.463414634146,0.024390243902439,41,51,1,19,0,"CHON",0,0.213114754098361,-0.24390243902439,-2,67.2512195121951,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"4",9947
"C41H51O20N1S0",876.293166,17,1.24390243902,0.487804878049,0.024390243902439,41,51,1,20,0,"CHON",0,0.2,-0.195121951219512,-3,65.8609756097561,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"4",2317
"C41H51O21N1S0",892.288081,17,1.24390243902,0.512195121951,0.024390243902439,41,51,1,21,0,"CHON",0,0.186440677966102,-0.146341463414634,-4,64.4707317073171,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"4",9730
"C41H52O25N0S0",943.272491,16,1.26829268293,0.609756097561,0,41,52,0,25,0,"CHO",0,0.12280701754386,-0.0487804878048781,-9,61.690243902439,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"4",9950
"C41H53O19N1S0",862.313902,16,1.29268292683,0.463414634146,0.024390243902439,41,53,1,19,0,"CHON",0,0.180327868852459,-0.292682926829269,-3,68.6414634146342,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"4",10154
"C41H53O20N1S0",878.308817,16,1.29268292683,0.487804878049,0.024390243902439,41,53,1,20,0,"CHON",0,0.166666666666667,-0.24390243902439,-4,67.2512195121951,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"4",10177
"C41H54O12N0S0",737.354251,15,1.31707317073,0.292682926829,0,41,54,0,12,0,"CHO",0.103448275862069,0.257142857142857,-0.73170731707317,3,81.1536585365853,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"4",10390
"C41H54O24N0S0",929.293226,15,1.31707317073,0.585365853659,0,41,54,0,24,0,"CHO",0,0.103448275862069,-0.146341463414634,-9,64.4707317073171,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"4",9952
"C41H54O25N0S0",945.288141,15,1.31707317073,0.609756097561,0,41,54,0,25,0,"CHO",0,0.087719298245614,-0.0975609756097562,-10,63.080487804878,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"4",10156
"C41H56O12N0S0",739.369901,14,1.36585365854,0.292682926829,0,41,56,0,12,0,"CHO",0.0689655172413793,0.228571428571429,-0.780487804878049,2,82.5439024390244,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"4",9929
"C41H56O23N0S0",915.313962,14,1.36585365854,0.560975609756,0,41,56,0,23,0,"CHO",0,0.0847457627118644,-0.24390243902439,-9,67.2512195121951,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"4",10134
"C41H56O24N0S0",931.308876,14,1.36585365854,0.585365853659,0,41,56,0,24,0,"CHO",0,0.0689655172413793,-0.195121951219512,-10,65.8609756097561,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"4",9731
"C41H58O12N0S0",741.385551,13,1.41463414634,0.292682926829,0,41,58,0,12,0,"CHO",0.0344827586206897,0.2,-0.829268292682927,1,83.9341463414634,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"4",9927
"C41H58O21N0S0",885.339782,13,1.41463414634,0.512195121951,0,41,58,0,21,0,"CHO",0,0.0819672131147541,-0.390243902439025,-8,71.4219512195122,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"4",9532
"C41H58O22N0S0",901.334697,13,1.41463414634,0.536585365854,0,41,58,0,22,0,"CHO",0,0.0666666666666667,-0.341463414634147,-9,70.0317073170732,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"4",9715
"C41H60O13N0S0",759.396115,12,1.46341463415,0.317073170732,0,41,60,0,13,0,"CHO",0,0.159420289855072,-0.829268292682927,-1,83.9341463414634,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"4",9733
"C41H60O20N0S0",871.360518,12,1.46341463415,0.487804878049,0,41,60,0,20,0,"CHO",0,0.0645161290322581,-0.487804878048781,-8,74.2024390243903,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"4",9735
"C41H60O21N0S0",887.355432,12,1.46341463415,0.512195121951,0,41,60,0,21,0,"CHO",0,0.0491803278688525,-0.439024390243903,-9,72.8121951219512,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"4",9931
"C41H62O14N0S0",777.40668,11,1.51219512195,0.341463414634,0,41,62,0,14,0,"CHO",0,0.117647058823529,-0.829268292682927,-3,83.9341463414634,"Aliphatic","aliphatic","aliphatic",1,0,0,0,0,0,0,0,1,0,0,"4",9745
"C41H62O15N0S0",793.401595,11,1.51219512195,0.365853658537,0,41,62,0,15,0,"CHO",0,0.104477611940299,-0.780487804878049,-4,82.5439024390244,"Aliphatic","aliphatic","aliphatic",1,0,0,0,0,0,0,0,1,0,0,"4",9942
"C41H62O16N0S0",809.396509,11,1.51219512195,0.390243902439,0,41,62,0,16,0,"CHO",0,0.0909090909090909,-0.73170731707317,-5,81.1536585365853,"Aliphatic","aliphatic","aliphatic",1,0,0,0,0,0,0,0,1,0,0,"4",9943
"C41H62O17N0S0",825.391424,11,1.51219512195,0.414634146341,0,41,62,0,17,0,"CHO",0,0.0769230769230769,-0.682926829268292,-6,79.7634146341463,"Aliphatic","aliphatic","aliphatic",1,0,0,0,0,0,0,0,1,0,0,"4",9784
"C41H62O18N0S0",841.386339,11,1.51219512195,0.439024390244,0,41,62,0,18,0,"CHO",0,0.0625,-0.634146341463414,-7,78.3731707317073,"Aliphatic","aliphatic","aliphatic",1,0,0,0,0,0,0,0,1,0,0,"4",9764
