"molecular.formula","mz","DBE","HC","OC","NC","C","H","N","O","S","Class","AI","AImod","NOSC","DBE_O","GFE","Compound.category","fl.categories","categories","aliphatic","low.O.unsaturated","high.O.unsaturated","polyphenols","condensed.aromatics","fl_condensed.aromatics","fl_polyphenolic","fl_highly.unsat.phenolic","fl_aliphatic","fl_peptide","fl_sugar","cluster","order"
"C10H10O10N0S0",289.02012,6,1,1,0,10,10,0,10,0,"CHO",0,0.2,1,-4,31.8,"Sugars","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",3668
"C10H10O3N0S0",177.055718,6,1,0.3,0,10,10,0,3,0,"CHO",0.428571428571429,0.529411764705882,-0.4,3,71.7,"Polyphenolic","polyphenolic","polyphenols",0,0,0,1,0,0,1,0,0,0,0,"1",3998
"C10H10O4N0S0",193.050632,6,1,0.4,0,10,10,0,4,0,"CHO",0.333333333333333,0.5,-0.2,2,66,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","polyphenols",0,0,0,0,0,0,0,1,0,0,0,"1",3667
"C10H10O5N0S0",209.045547,6,1,0.5,0,10,10,0,5,0,"CHO",0.2,0.466666666666667,0,1,60.3,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",3997
"C10H10O6N0S0",225.040462,6,1,0.6,0,10,10,0,6,0,"CHO",0,0.428571428571429,0.2,0,54.6,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",3641
"C10H10O7N0S0",241.035376,6,1,0.7,0,10,10,0,7,0,"CHO",0,0.384615384615385,0.4,-1,48.9,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",3311
"C10H10O8N0S0",257.030291,6,1,0.8,0,10,10,0,8,0,"CHO",0,0.333333333333333,0.6,-2,43.2,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",3640
"C10H10O9N0S0",273.025205,6,1,0.9,0,10,10,0,9,0,"CHO",0,0.272727272727273,0.8,-3,37.5,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",3310
"C10H11O6N1S0",240.051361,6,1.1,0.6,0.1,10,11,1,6,0,"CHON",0,0.333333333333333,0.4,0,48.9,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",3639
"C10H11O7N1S0",256.046275,6,1.1,0.7,0.1,10,11,1,7,0,"CHON",0,0.272727272727273,0.6,-1,43.2,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",3285
"C10H12O10N0S0",291.03577,5,1.2,1,0,10,12,0,10,0,"CHO",0,0,0.8,-5,37.5,"Sugars","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",2943
"C10H12O3N0S0",179.071368,5,1.2,0.3,0,10,12,0,3,0,"CHO",0.285714285714286,0.411764705882353,-0.6,2,77.4,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"1",3284
"C10H12O4N0S0",195.066282,5,1.2,0.4,0,10,12,0,4,0,"CHO",0.166666666666667,0.375,-0.4,1,71.7,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"1",10540
"C10H12O5N0S0",211.061197,5,1.2,0.5,0,10,12,0,5,0,"CHO",0,0.333333333333333,-0.2,0,66,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",3616
"C10H12O6N0S0",227.056112,5,1.2,0.6,0,10,12,0,6,0,"CHO",0,0.285714285714286,0,-1,60.3,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",3949
"C10H12O7N0S0",243.051026,5,1.2,0.7,0,10,12,0,7,0,"CHO",0,0.230769230769231,0.2,-2,54.6,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",3972
"C10H12O8N0S0",259.045941,5,1.2,0.8,0,10,12,0,8,0,"CHO",0,0.166666666666667,0.4,-3,48.9,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",4304
"C10H12O9N0S0",275.040855,5,1.2,0.9,0,10,12,0,9,0,"CHO",0,0.0909090909090909,0.6,-4,43.2,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",3973
"C10H13O10N1S0",306.046669,5,1.3,1,0.1,10,13,1,10,0,"CHON",0,0,1,-5,31.8,"Sugars","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",4305
"C10H13O6N1S0",242.067011,5,1.3,0.6,0.1,10,13,1,6,0,"CHON",0,0.166666666666667,0.2,-1,54.6,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",3970
"C10H13O9N1S0",290.051754,5,1.3,0.9,0.1,10,13,1,9,0,"CHON",0,0,0.8,-4,37.5,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",4302
"C10H14O3N0S0",181.087018,4,1.4,0.3,0,10,14,0,3,0,"CHO",0.142857142857143,0.294117647058824,-0.8,1,83.1,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"5",3971
"C10H14O4N0S0",197.081932,4,1.4,0.4,0,10,14,0,4,0,"CHO",0,0.25,-0.6,0,77.4,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"5",4303
"C10H14O5N0S0",213.076847,4,1.4,0.5,0,10,14,0,5,0,"CHO",0,0.2,-0.4,-1,71.7,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"5",4660
"C10H14O6N0S0",229.071762,4,1.4,0.6,0,10,14,0,6,0,"CHO",0,0.142857142857143,-0.2,-2,66,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"5",4961
"C10H14O7N0S0",245.066676,4,1.4,0.7,0,10,14,0,7,0,"CHO",0,0.0769230769230769,0,-3,60.3,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",4661
"C10H14O7N0S1",277.038747,4,1.4,0.7,0,10,14,0,7,1,"CHOS",0,0,0.2,-3,54.6,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",4962
"C10H14O8N0S0",261.061591,4,1.4,0.8,0,10,14,0,8,0,"CHO",0,0,0.2,-4,54.6,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",4326
"C10H14O9N0S0",277.056505,4,1.4,0.9,0,10,14,0,9,0,"CHO",0,0,0.4,-5,48.9,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",4636
"C10H15O10N1S0",308.062319,4,1.5,1,0.1,10,15,1,10,0,"CHON",0,0,0.8,-6,37.5,"Sugars","peptide","aliphatic",1,0,0,0,0,0,0,0,0,1,0,"1",4327
"C10H15O8N1S0",276.07249,4,1.5,0.8,0.1,10,15,1,8,0,"CHON",0,0,0.4,-4,48.9,"Peptide","peptide","aliphatic",1,0,0,0,0,0,0,0,0,1,0,"1",4637
"C10H15O9N1S0",292.067405,4,1.5,0.9,0.1,10,15,1,9,0,"CHON",0,0,0.6,-5,43.2,"Peptide","peptide","aliphatic",1,0,0,0,0,0,0,0,0,1,0,"1",4021
"C10H16O4N0S0",199.097582,3,1.6,0.4,0,10,16,0,4,0,"CHO",0,0.125,-0.8,-1,83.1,"Aliphatic","aliphatic","aliphatic",1,0,0,0,0,0,0,0,1,0,0,"5",4349
"C10H16O5N0S0",215.092497,3,1.6,0.5,0,10,16,0,5,0,"CHO",0,0.0666666666666667,-0.6,-2,77.4,"Aliphatic","aliphatic","aliphatic",1,0,0,0,0,0,0,0,1,0,0,"5",3664
"C10H16O6N0S0",231.087412,3,1.6,0.6,0,10,16,0,6,0,"CHO",0,0,-0.4,-3,71.7,"Aliphatic","aliphatic","aliphatic",1,0,0,0,0,0,0,0,1,0,0,"1",3994
"C10H16O7N0S0",247.082326,3,1.6,0.7,0,10,16,0,7,0,"CHO",0,0,-0.2,-4,66,"Aliphatic","aliphatic","aliphatic",1,0,0,0,0,0,0,0,1,0,0,"1",3663
"C10H16O7N0S1",279.054397,3,1.6,0.7,0,10,16,0,7,1,"CHOS",0,0,0,-4,60.3,"Aliphatic","aliphatic","aliphatic",1,0,0,0,0,0,0,0,1,0,0,"1",3993
"C10H16O8N0S1",295.049312,3,1.6,0.8,0,10,16,0,8,1,"CHOS",0,0,0.2,-5,54.6,"Aliphatic","aliphatic","aliphatic",1,0,0,0,0,0,0,0,1,0,0,"1",3307
"C10H17O10N1S0",310.077969,3,1.7,1,0.1,10,17,1,10,0,"CHON",0,0,0.6,-7,43.2,"Sugars","peptide","aliphatic",1,0,0,0,0,0,0,0,0,1,0,"1",3636
"C10H17O9N1S0",294.083055,3,1.7,0.9,0.1,10,17,1,9,0,"CHON",0,0,0.4,-6,48.9,"Peptide","peptide","aliphatic",1,0,0,0,0,0,0,0,0,1,0,"1",3665
"C10H18O5N0S0",217.108147,2,1.8,0.5,0,10,18,0,5,0,"CHO",0,0,-0.8,-3,83.1,"Aliphatic","aliphatic","aliphatic",1,0,0,0,0,0,0,0,1,0,0,"5",3995
"C10H18O7N0S1",281.070047,2,1.8,0.7,0,10,18,0,7,1,"CHOS",0,0,-0.2,-5,66,"Aliphatic","aliphatic","aliphatic",1,0,0,0,0,0,0,0,1,0,0,"1",3309
"C10H6O4N0S0",189.019332,8,0.6,0.4,0,10,6,0,4,0,"CHO",0.666666666666667,0.75,0.2,4,54.6,"Condensed_aromatics","condensed.aromatics","condensed aromatics",0,0,0,0,1,1,0,0,0,0,0,"1",3638
"C10H6O5N0S0",205.014247,8,0.6,0.5,0,10,6,0,5,0,"CHO",0.6,0.733333333333333,0.4,3,48.9,"Condensed_aromatics","condensed.aromatics","condensed aromatics",0,0,0,0,1,1,0,0,0,0,0,"1",3308
"C10H6O6N0S0",221.009161,8,0.6,0.6,0,10,6,0,6,0,"CHO",0.5,0.714285714285714,0.6,2,43.2,"Condensed_aromatics","condensed.aromatics","condensed aromatics",0,0,0,0,1,1,0,0,0,0,0,"1",3637
"C10H6O7N0S0",237.004076,8,0.6,0.7,0,10,6,0,7,0,"CHO",0.333333333333333,0.692307692307692,0.8,1,37.5,"Condensed_aromatics","condensed.aromatics","condensed aromatics",0,0,0,0,1,1,0,0,0,0,0,"1",2941
"C10H6O8N0S0",252.998991,8,0.6,0.8,0,10,6,0,8,0,"CHO",0,0.666666666666667,1,0,31.8,"Condensed_aromatics","condensed.aromatics","polyphenols",0,0,0,1,0,1,0,0,0,0,0,"1",3282
"C10H6O9N0S0",268.993905,8,0.6,0.9,0,10,6,0,9,0,"CHO",0,0.636363636363636,1.2,-1,26.1,"Polyphenolic","polyphenolic","polyphenols",0,0,0,1,0,0,1,0,0,0,0,"1",4906
"C10H8O10N0S0",287.00447,7,0.8,1,0,10,8,0,10,0,"CHO",0,0.4,1.2,-3,26.1,"Sugars","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",5210
"C10H8O3N0S0",175.040068,7,0.8,0.3,0,10,8,0,3,0,"CHO",0.571428571428571,0.647058823529412,-0.2,4,66,"Polyphenolic","polyphenolic","polyphenols",0,0,0,1,0,0,1,0,0,0,0,"1",5225
"C10H8O4N0S0",191.034982,7,0.8,0.4,0,10,8,0,4,0,"CHO",0.5,0.625,0,3,60.3,"Polyphenolic","polyphenolic","polyphenols",0,0,0,1,0,0,1,0,0,0,0,"1",5525
"C10H8O5N0S0",207.029897,7,0.8,0.5,0,10,8,0,5,0,"CHO",0.4,0.6,0.2,2,54.6,"Polyphenolic","polyphenolic","polyphenols",0,0,0,1,0,0,1,0,0,0,0,"1",5226
"C10H8O6N0S0",223.024811,7,0.8,0.6,0,10,8,0,6,0,"CHO",0.25,0.571428571428571,0.4,1,48.9,"Polyphenolic","polyphenolic","polyphenols",0,0,0,1,0,0,1,0,0,0,0,"1",5526
"C10H8O7N0S0",239.019726,7,0.8,0.7,0,10,8,0,7,0,"CHO",0,0.538461538461538,0.6,0,43.2,"Polyphenolic","polyphenolic","polyphenols",0,0,0,1,0,0,1,0,0,0,0,"1",4615
"C10H8O8N0S0",255.014641,7,0.8,0.8,0,10,8,0,8,0,"CHO",0,0.5,0.8,-1,37.5,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","polyphenols",0,0,0,0,0,0,0,1,0,0,0,"1",4922
"C10H8O9N0S0",271.009555,7,0.8,0.9,0,10,8,0,9,0,"CHO",0,0.454545454545455,1,-2,31.8,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",4616
"C10H9O6N1S0",238.03571,7,0.9,0.6,0.1,10,9,1,6,0,"CHON",0,0.5,0.6,1,43.2,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","polyphenols",0,0,0,0,0,0,0,1,0,0,0,"1",4923
"C10H9O7N1S0",254.030625,7,0.9,0.7,0.1,10,9,1,7,0,"CHON",0,0.454545454545455,0.8,0,37.5,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",10765
"C11H10O10N0S0",301.02012,7,0.909090909091,0.909090909091,0,11,10,0,10,0,"CHO",0,0.333333333333333,0.909090909090909,-3,34.3909090909091,"Sugars","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",11004
"C11H10O11N0S0",317.015035,7,0.909090909091,1,0,11,10,0,11,0,"CHO",0,0.272727272727273,1.09090909090909,-4,29.2090909090909,"Sugars","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",11013
"C11H10O3N0S0",189.055718,7,0.909090909091,0.272727272727,0,11,10,0,3,0,"CHO",0.5,0.578947368421053,-0.363636363636363,4,70.6636363636363,"Polyphenolic","polyphenolic","polyphenols",0,0,0,1,0,0,1,0,0,0,0,"1",11251
"C11H10O4N0S0",205.050632,7,0.909090909091,0.363636363636,0,11,10,0,4,0,"CHO",0.428571428571429,0.555555555555556,-0.181818181818182,3,65.4818181818182,"Polyphenolic","polyphenolic","polyphenols",0,0,0,1,0,0,1,0,0,0,0,"1",5858
"C11H10O5N0S0",221.045547,7,0.909090909091,0.454545454545,0,11,10,0,5,0,"CHO",0.333333333333333,0.529411764705882,0,2,60.3,"Polyphenolic","polyphenolic","polyphenols",0,0,0,1,0,0,1,0,0,0,0,"1",6135
"C11H10O6N0S0",237.040462,7,0.909090909091,0.545454545455,0,11,10,0,6,0,"CHO",0.2,0.5,0.181818181818182,1,55.1181818181818,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","polyphenols",0,0,0,0,0,0,0,1,0,0,0,"1",5859
"C11H10O7N0S0",253.035376,7,0.909090909091,0.636363636364,0,11,10,0,7,0,"CHO",0,0.466666666666667,0.363636363636364,0,49.9363636363636,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",6136
"C11H10O8N0S0",269.030291,7,0.909090909091,0.727272727273,0,11,10,0,8,0,"CHO",0,0.428571428571429,0.545454545454545,-1,44.7545454545455,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",5540
"C11H10O9N0S0",285.025205,7,0.909090909091,0.818181818182,0,11,10,0,9,0,"CHO",0,0.384615384615385,0.727272727272727,-2,39.5727272727273,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",5841
"C11H11O6N1S0",252.051361,7,1,0.545454545455,0.0909090909090909,11,11,1,6,0,"CHON",0,0.428571428571429,0.363636363636364,1,49.9363636363636,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",5541
"C11H11O7N1S0",268.046275,7,1,0.636363636364,0.0909090909090909,11,11,1,7,0,"CHON",0,0.384615384615385,0.545454545454545,0,44.7545454545455,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",5842
"C11H11O8N1S0",284.04119,7,1,0.727272727273,0.0909090909090909,11,11,1,8,0,"CHON",0,0.333333333333333,0.727272727272727,-1,39.5727272727273,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",4940
"C11H11O9N1S0",300.036104,7,1,0.818181818182,0.0909090909090909,11,11,1,9,0,"CHON",0,0.272727272727273,0.909090909090909,-2,34.3909090909091,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",5241
"C11H12O10N0S0",303.03577,6,1.09090909091,0.909090909091,0,11,12,0,10,0,"CHO",0,0.166666666666667,0.727272727272727,-4,39.5727272727273,"Sugars","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",4941
"C11H12O11N0S0",319.030685,6,1.09090909091,1,0,11,12,0,11,0,"CHO",0,0.0909090909090909,0.909090909090909,-5,34.3909090909091,"Sugars","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",5242
"C11H12O3N0S0",191.071368,6,1.09090909091,0.272727272727,0,11,12,0,3,0,"CHO",0.375,0.473684210526316,-0.545454545454546,3,75.8454545454546,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"1",5263
"C11H12O4N0S0",207.066282,6,1.09090909091,0.363636363636,0,11,12,0,4,0,"CHO",0.285714285714286,0.444444444444444,-0.363636363636363,2,70.6636363636363,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"1",5559
"C11H12O5N0S0",223.061197,6,1.09090909091,0.454545454545,0,11,12,0,5,0,"CHO",0.166666666666667,0.411764705882353,-0.181818181818182,1,65.4818181818182,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"1",5264
"C11H12O6N0S0",239.056112,6,1.09090909091,0.545454545455,0,11,12,0,6,0,"CHO",0,0.375,0,0,60.3,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",5560
"C11H12O7N0S0",255.051026,6,1.09090909091,0.636363636364,0,11,12,0,7,0,"CHO",0,0.333333333333333,0.181818181818182,-1,55.1181818181818,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",4658
"C11H12O7N0S1",287.023097,6,1.09090909091,0.636363636364,0,11,12,0,7,1,"CHOS",0,0.230769230769231,0.363636363636364,-1,49.9363636363636,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",4959
"C11H12O8N0S0",271.045941,6,1.09090909091,0.727272727273,0,11,12,0,8,0,"CHO",0,0.285714285714286,0.363636363636364,-2,49.9363636363636,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",4659
"C11H12O8N0S1",303.018012,6,1.09090909091,0.727272727273,0,11,12,0,8,1,"CHOS",0,0.166666666666667,0.545454545454545,-2,44.7545454545455,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",4960
"C11H12O9N0S0",287.040855,6,1.09090909091,0.818181818182,0,11,12,0,9,0,"CHO",0,0.230769230769231,0.545454545454545,-3,44.7545454545455,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",4324
"C11H13O10N1S0",318.046669,6,1.18181818182,0.909090909091,0.0909090909090909,11,13,1,10,0,"CHON",0,0,0.909090909090909,-4,34.3909090909091,"Sugars","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",4634
"C11H13O11N1S0",334.041584,6,1.18181818182,1,0.0909090909090909,11,13,1,11,0,"CHON",0,0,1.09090909090909,-5,29.2090909090909,"Sugars","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",4325
"C11H13O6N1S0",254.067011,6,1.18181818182,0.545454545455,0.0909090909090909,11,13,1,6,0,"CHON",0,0.285714285714286,0.181818181818182,0,55.1181818181818,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",4635
"C11H13O7N1S0",270.061925,6,1.18181818182,0.636363636364,0.0909090909090909,11,13,1,7,0,"CHON",0,0.230769230769231,0.363636363636364,-1,49.9363636363636,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",4611
"C11H13O8N1S0",286.05684,6,1.18181818182,0.727272727273,0.0909090909090909,11,13,1,8,0,"CHON",0,0.166666666666667,0.545454545454545,-2,44.7545454545455,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",4918
"C11H13O9N1S0",302.051754,6,1.18181818182,0.818181818182,0.0909090909090909,11,13,1,9,0,"CHON",0,0.0909090909090909,0.727272727272727,-3,39.5727272727273,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",4612
"C11H14O10N0S0",305.05142,5,1.27272727273,0.909090909091,0,11,14,0,10,0,"CHO",0,0,0.545454545454545,-5,44.7545454545455,"Sugars","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",4919
"C11H14O11N0S0",321.046335,5,1.27272727273,1,0,11,14,0,11,0,"CHO",0,0,0.727272727272727,-6,39.5727272727273,"Sugars","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",3968
"C11H14O3N0S0",193.087018,5,1.27272727273,0.272727272727,0,11,14,0,3,0,"CHO",0.25,0.368421052631579,-0.727272727272728,2,81.0272727272727,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"1",4300
"C11H14O4N0S0",209.081932,5,1.27272727273,0.363636363636,0,11,14,0,4,0,"CHO",0.142857142857143,0.333333333333333,-0.545454545454546,1,75.8454545454546,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"1",3969
"C11H14O5N0S0",225.076847,5,1.27272727273,0.454545454545,0,11,14,0,5,0,"CHO",0,0.294117647058824,-0.363636363636363,0,70.6636363636363,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","low O unsaturated",0,1,0,0,0,0,0,1,0,0,0,"1",4301
"C11H14O6N0S0",241.071762,5,1.27272727273,0.545454545455,0,11,14,0,6,0,"CHO",0,0.25,-0.181818181818182,-1,65.4818181818182,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",5856
"C11H14O7N0S0",257.066676,5,1.27272727273,0.636363636364,0,11,14,0,7,0,"CHO",0,0.2,0,-2,60.3,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"5",6133
"C11H14O7N0S1",289.038747,5,1.27272727273,0.636363636364,0,11,14,0,7,1,"CHOS",0,0.0769230769230769,0.181818181818182,-2,55.1181818181818,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",5857
"C11H14O8N0S0",273.061591,5,1.27272727273,0.727272727273,0,11,14,0,8,0,"CHO",0,0.142857142857143,0.181818181818182,-3,55.1181818181818,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",6134
"C11H14O8N0S1",305.033662,5,1.27272727273,0.727272727273,0,11,14,0,8,1,"CHOS",0,0,0.363636363636364,-3,49.9363636363636,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",5538
"C11H14O9N0S0",289.056505,5,1.27272727273,0.818181818182,0,11,14,0,9,0,"CHO",0,0.0769230769230769,0.363636363636364,-4,49.9363636363636,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",5839
"C11H14O9N0S1",321.028576,5,1.27272727273,0.818181818182,0,11,14,0,9,1,"CHOS",0,0,0.545454545454545,-4,44.7545454545455,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",5539
"C11H15O10N1S0",320.062319,5,1.36363636364,0.909090909091,0.0909090909090909,11,15,1,10,0,"CHON",0,0,0.727272727272727,-5,39.5727272727273,"Sugars","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",5840
"C11H15O11N1S0",336.057234,5,1.36363636364,1,0.0909090909090909,11,15,1,11,0,"CHON",0,0,0.909090909090909,-6,34.3909090909091,"Sugars","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",4938
"C11H15O6N1S0",256.082661,5,1.36363636364,0.545454545455,0.0909090909090909,11,15,1,6,0,"CHON",0,0.142857142857143,0,-1,60.3,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",5239
"C11H15O7N1S0",272.077575,5,1.36363636364,0.636363636364,0.0909090909090909,11,15,1,7,0,"CHON",0,0.0769230769230769,0.181818181818182,-2,55.1181818181818,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",4939
"C11H15O8N1S0",288.07249,5,1.36363636364,0.727272727273,0.0909090909090909,11,15,1,8,0,"CHON",0,0,0.363636363636364,-3,49.9363636363636,"Highly_Unsaturated_and_Phenolic","highly.unsat.phenolic","high O unsaturated",0,0,1,0,0,0,0,1,0,0,0,"1",5240
