site.name,sample.name,series,year,campaign,julian.day,sampling.date,sample.type,lat,long,sample.type.year
NA,LR85.5,LR,2016,2,229,2016-08-16,River,50.32151,-63.75546,Downriver
NA,LR86,LR,2016,2,229,2016-08-16,River,50.31247,-63.77887,Downriver
NA,LR87,LR,2016,3,278,2016-10-04,River,51.24306,-63.34254,Upriver
NA,LR88,LR,2016,3,278,2016-10-04,River,51.185,-63.36278,Upriver
NA,LR89,LR,2016,3,282,2016-10-08,River,50.30912,-63.62273,Downriver
NA,LR89.1,LR,2016,3,282,2016-10-08,River,50.31081,-63.62877,Downriver
NA,LR89.2,LR,2016,3,282,2016-10-08,River,50.30891,-63.63954,Downriver
NA,LR89.3,LR,2016,3,282,2016-10-08,River,50.30424,-63.65835,Downriver
NA,LR89.4,LR,2016,3,282,2016-10-08,River,50.30875,-63.70465,Downriver
NA,LR89.5,LR,2016,3,282,2016-10-08,River,50.32377,-63.73646,Downriver
NA,LR90,LR,2016,3,282,2016-10-08,River,50.3129,-63.77977,Downriver
NA,LR91,LR,2016,3,283,2016-10-09,River,50.30938,-63.34078,Downriver
NA,LR91.1,LR,2016,3,283,2016-10-09,River,50.31573,-63.30823,Downriver
NA,LR91.2,LR,2016,3,283,2016-10-09,River,50.31624,-63.30853,Downriver
NA,LR92,LR,2016,3,283,2016-10-09,River,50.32801,-63.28627,Downriver
NA,LR92.1,LR,2016,3,283,2016-10-09,River,50.35737,-63.26902,Downriver
NA,LR93,LR,2016,3,283,2016-10-09,River,50.38188,-63.26693,Downriver
NA,LR93.1,LR,2016,3,283,2016-10-09,River,50.37805,-63.26628,Downriver
NA,LR94,LR,2016,3,285,2016-10-11,River,50.31078,-63.47391,Downriver
NA,LR95,LR,2016,3,285,2016-10-11,River,50.31228,-63.55656,Downriver
NA,LR96,LR,2016,3,285,2016-10-11,River,50.30234,-63.58992,Downriver
RE2-087-MO,RO2-01,RO2,2015,1,161,2015-06-10,Reservoir,50.65452,-63.26094,RO2
NA,RO2-01D,RO2,2015,1,161,2015-06-10,Deep,50.65452,-63.26094,Deep
RE2-091-MS,RO2-02,RO2,2015,1,161,2015-06-10,Reservoir,50.67283,-63.23301,RO2
NA,RO2-02D,RO2,2015,1,161,2015-06-10,Deep,50.67283,-63.23301,Deep
RE2-114-AE,RO2-03,RO2,2015,1,162,2015-06-11,Reservoir,50.85649,-63.14495,RO2
NA,RO2-03D,RO2,2015,1,162,2015-06-11,Deep,50.85649,-63.14495,Deep
RE2-103-M,RO2-04,RO2,2015,1,162,2015-06-11,Reservoir,50.76485,-63.20159,RO2
NA,RO2-04D,RO2,2015,1,162,2015-06-11,Deep,50.76485,-63.20159,Deep
RE2-118-M,RO2-05,RO2,2015,1,164,2015-06-13,Reservoir,50.88609,-63.22355,RO2
NA,RO2-05D,RO2,2015,1,164,2015-06-13,Deep,50.88609,-63.22355,Deep
RE2-147-AE,RO2-06,RO2,2015,1,164,2015-06-13,Reservoir,51.05861,-63.19688,RO2
NA,RO2-06D,RO2,2015,1,164,2015-06-13,Deep,51.05861,-63.19688,Deep
RE2-143-AE,RO2-07,RO2,2015,1,164,2015-06-13,Reservoir,51.03348,-63.29688,RO2
NA,RO2-07D,RO2,2015,1,164,2015-06-13,Deep,51.03348,-63.29688,Deep
RE2-147-M,RO2-08,RO2,2015,1,164,2015-06-13,Reservoir,51.0619,-63.35868,RO2
NA,RO2-08D,RO2,2015,1,164,2015-06-13,Deep,51.0619,-63.35868,Deep
RE2-126-AW,RO2-09,RO2,2015,1,164,2015-06-13,Reservoir,50.93158,-63.35123,RO2
NA,RO2-09D,RO2,2015,1,164,2015-06-13,Deep,50.93158,-63.35123,Deep
RE2-095-M,RO2-10,RO2,2015,1,168,2015-06-17,Reservoir,50.696833,-63.252028,RO2
NA,RO2-10D,RO2,2015,1,168,2015-06-17,Deep,50.696833,-63.252028,Deep
RE2-100-M,RO2-11,RO2,2015,1,168,2015-06-17,Reservoir,50.740278,-63.210278,RO2
NA,RO2-11D,RO2,2015,1,168,2015-06-17,Deep,50.740278,-63.210278,Deep
RE2-110-AW,RO2-12,RO2,2015,1,168,2015-06-17,Reservoir,50.825528,-63.210583,RO2
NA,RO2-12D,RO2,2015,1,168,2015-06-17,Deep,50.825528,-63.210583,Deep
RE2-130-M,RO2-13,RO2,2015,1,168,2015-06-17,Reservoir,50.965944,-63.296111,RO2
NA,RO2-13D,RO2,2015,1,168,2015-06-17,Deep,50.965944,-63.296111,Deep
RE2-145-M,RO2-14,RO2,2015,1,168,2015-06-17,Reservoir,51.0433056,-63.378472,RO2
NA,RO2-14D,RO2,2015,1,168,2015-06-17,Deep,51.0433056,-63.378472,Deep
RE2-091-MS,RO2-15,RO2,2015,2,216,2015-08-04,Reservoir,50.67141,-63.23178,RO2
NA,RO2-15D,RO2,2015,2,216,2015-08-04,Deep,50.67141,-63.23178,Deep
RE2-087-MO,RO2-16,RO2,2015,2,216,2015-08-04,Reservoir,50.65478,-63.25952,RO2
NA,RO2-16D,RO2,2015,2,216,2015-08-04,Deep,50.65478,-63.25952,Deep
RE2-095-M,RO2-17,RO2,2015,2,216,2015-08-04,Reservoir,50.69721,-63.25251,RO2
NA,RO2-17D,RO2,2015,2,216,2015-08-04,Deep,50.69721,-63.25251,Deep
RE2-100-M,RO2-18,RO2,2015,2,216,2015-08-04,Reservoir,50.7385,-63.21051,RO2
NA,RO2-18D,RO2,2015,2,216,2015-08-04,Deep,50.7385,-63.21051,Deep
RE2-103-M,RO2-19,RO2,2015,2,216,2015-08-04,Reservoir,50.76554,-63.20193,RO2
NA,RO2-19D,RO2,2015,2,216,2015-08-04,Deep,50.76554,-63.20193,Deep
RE2-151-M,RO2-20,RO2,2015,2,218,2015-08-06,Reservoir,51.08314,-63.38306,RO2
NA,RO2-20D,RO2,2015,2,218,2015-08-06,Deep,51.08314,-63.38306,Deep
RE2-143-AE,RO2-21,RO2,2015,2,218,2015-08-06,Reservoir,51.02922,-63.29194,RO2
NA,RO2-21D,RO2,2015,2,218,2015-08-06,Deep,51.02922,-63.29194,Deep
RE2-130-M,RO2-22,RO2,2015,2,218,2015-08-06,Reservoir,50.96213,-63.2999,RO2
NA,RO2-22D,RO2,2015,2,218,2015-08-06,Deep,50.96213,-63.2999,Deep
RE2-126-AW,RO2-23,RO2,2015,2,218,2015-08-06,Reservoir,50.93333,-63.34996,RO2
NA,RO2-23D,RO2,2015,2,218,2015-08-06,Deep,50.93333,-63.34996,Deep
RE2-139-M,RO2-24,RO2,2015,2,219,2015-08-07,Reservoir,51.00272,-63.35092,RO2
NA,RO2-24D,RO2,2015,2,219,2015-08-07,Deep,51.00272,-63.35092,Deep
RE2-143-AE,RO2-25,RO2,2015,2,219,2015-08-07,Reservoir,51.02819,-63.2509,RO2
NA,RO2-25D,RO2,2015,2,219,2015-08-07,Deep,51.02819,-63.2509,Deep
RE2-147-AE,RO2-26,RO2,2015,2,219,2015-08-07,Reservoir,51.05861,-63.19764,RO2
NA,RO2-26D,RO2,2015,2,219,2015-08-07,Deep,51.05861,-63.19764,Deep
RE2-116-M,RO2-27,RO2,2015,2,219,2015-08-07,Reservoir,50.87214,-63.2106,RO2
NA,RO2-27D,RO2,2015,2,219,2015-08-07,Deep,50.87214,-63.2106,Deep
RE2-114-AE,RO2-28,RO2,2015,2,219,2015-08-07,Reservoir,50.86131,-63.15281,RO2
NA,RO2-28D,RO2,2015,2,219,2015-08-07,Deep,50.86131,-63.15281,Deep
RE2-111-M,RO2-29,RO2,2015,2,219,2015-08-07,Reservoir,50.83579,-63.19522,RO2
NA,RO2-29D,RO2,2015,2,219,2015-08-07,Deep,50.83579,-63.19522,Deep
NA,RO1-01,RO1,2016,1,157,2016-06-05,Reservoir,50.63185,-63.16687,RO1
NA,RO1-01.1,RO1,2016,1,157,2016-06-05,Reservoir,50.62739,-63.18835,RO1
NA,RO1-02,RO1,2016,1,157,2016-06-05,Reservoir,50.62154,-63.17035,RO1
NA,RO1-02.1,RO1,2016,1,157,2016-06-05,Reservoir,50.60273,-63.17543,RO1
NA,RO1-03,RO1,2016,1,157,2016-06-05,Reservoir,50.54065,-63.22003,RO1
NA,RO1-03.1,RO1,2016,1,157,2016-06-05,Reservoir,50.52669,-63.23729,RO1
NA,RO1-04,RO1,2016,1,158,2016-06-06,Reservoir,50.46759,-63.24461,RO1
NA,RO1-04.1,RO1,2016,1,158,2016-06-06,Reservoir,50.4623,-63.22644,RO1
NA,RO1-05,RO1,2016,1,158,2016-06-06,Reservoir,50.4438,-63.2303,RO1
NA,RO1-06,RO1,2016,1,167,2016-06-15,Reservoir,50.40915,-63.22786,RO1
NA,RO1-06.1,RO1,2016,1,167,2016-06-15,Reservoir,50.43291,-63.21614,RO1
NA,RO1-06.2,RO1,2016,1,167,2016-06-15,Reservoir,50.42649,-63.22844,RO1
NA,RO1-06.3,RO1,2016,1,167,2016-06-15,Reservoir,50.44828,-63.24786,RO1
NA,RO1-06.4,RO1,2016,1,167,2016-06-15,Reservoir,50.45071,-63.2461,RO1
NA,RO2-30,RO2,2016,1,153,2016-06-01,Reservoir,50.67471,-63.24033,RO2
NA,RO2-30.1,RO2,2016,1,153,2016-06-01,Reservoir,50.66211,-63.25928,RO2
NA,RO2-30.2,RO2,2016,1,153,2016-06-01,Reservoir,50.6628,-63.26314,RO2
NA,RO2-30.3,RO2,2016,1,153,2016-06-01,Reservoir,50.65974,-63.26794,RO2
NA,RO2-30.4,RO2,2016,1,153,2016-06-01,Reservoir,50.6561,-63.26959,RO2
NA,RO2-30D,RO2,2016,1,153,2016-06-01,Deep,50.67471,-63.24033,Deep
NA,RO2-31,RO2,2016,1,153,2016-06-01,Reservoir,50.66413,-63.26339,RO2
NA,RO2-31.1,RO2,2016,1,153,2016-06-01,Reservoir,50.6698,-63.26417,RO2
NA,RO2-31.2,RO2,2016,1,153,2016-06-01,Reservoir,50.67735,-63.26509,RO2
NA,RO2-32,RO2,2016,1,154,2016-06-02,Reservoir,50.8887,-63.22811,RO2
NA,RO2-32.1,RO2,2016,1,154,2016-06-02,Reservoir,50.88401,-63.21714,RO2
NA,RO2-32.2,RO2,2016,1,154,2016-06-02,Reservoir,50.87835,-63.22726,RO2
NA,RO2-32.3,RO2,2016,1,154,2016-06-02,Reservoir,50.87814,-63.20255,RO2
NA,RO2-32.4,RO2,2016,1,154,2016-06-02,Reservoir,50.87411,-63.1899,RO2
NA,RO2-33,RO2,2016,1,154,2016-06-02,Reservoir,50.85346,-63.14424,RO2
NA,RO2-33.1,RO2,2016,1,154,2016-06-02,Reservoir,50.85969,-63.16375,RO2
NA,RO2-34,RO2,2016,1,155,2016-06-03,Reservoir,50.84412,-63.18341,RO2
NA,RO2-34.1,RO2,2016,1,155,2016-06-03,Reservoir,50.83772,-63.19551,RO2
NA,RO2-34.2,RO2,2016,1,155,2016-06-03,Reservoir,50.82565,-63.18099,RO2
NA,RO2-34.3,RO2,2016,1,155,2016-06-03,Reservoir,50.8199,-63.18776,RO2
NA,RO2-34.4,RO2,2016,1,155,2016-06-03,Reservoir,50.82629,-63.20231,RO2
NA,RO2-35,RO2,2016,1,155,2016-06-03,Reservoir,50.79803,-63.2,RO2
NA,RO2-35.1,RO2,2016,1,155,2016-06-03,Reservoir,50.79982,-63.20634,RO2
NA,RO2-35.2,RO2,2016,1,155,2016-06-03,Reservoir,50.7715,-63.18787,RO2
NA,RO2-36,RO2,2016,1,156,2016-06-04,Reservoir,50.65737,-63.2671,RO2
NA,RO2-36D,RO2,2016,1,156,2016-06-04,Deep,50.65737,-63.2671,Deep
NA,RO2-37,RO2,2016,1,156,2016-06-04,Reservoir,50.74194,-63.23214,RO2
NA,RO2-37.1,RO2,2016,1,156,2016-06-04,Reservoir,50.73991,-63.20988,RO2
NA,RO2-37.2,RO2,2016,1,156,2016-06-04,Reservoir,50.70815,-63.21691,RO2
NA,RO2-38,RO2,2016,1,156,2016-06-04,Reservoir,50.72093,-63.26571,RO2
NA,RO2-40,RO2,2016,1,162,2016-06-10,Reservoir,51.08335,-63.38289,RO2
NA,RO2-41,RO2,2016,1,162,2016-06-10,Reservoir,51.0348,-63.29682,RO2
NA,RO2-42,RO2,2016,1,162,2016-06-10,Reservoir,51.05873,-63.19751,RO2
NA,RO2-43,RO2,2016,1,162,2016-06-10,Reservoir,51.03102,-63.39302,RO2
NA,RO2-44,RO2,2016,1,162,2016-06-10,Reservoir,50.96748,-63.2967,RO2
NA,RO2-45,RO2,2016,1,164,2016-06-12,Reservoir,50.94175,-63.34061,RO2
NA,RO1-07,RO1,2016,2,215,2016-08-03,Reservoir,50.46215,-63.22967,RO1
NA,RO1-07-4m,RO1,2016,2,215,2016-08-08,Deep,50.46246,-63.23102,Deep
NA,RO1-08,RO1,2016,2,217,2016-08-04,Reservoir,50.62074,-63.16989,RO1
NA,RO1-08.1,RO1,2016,2,217,2016-08-04,Reservoir,50.60968,-63.17482,RO1
NA,RO1-08.2,RO1,2016,2,217,2016-08-04,Reservoir,50.60252,-63.17695,RO1
NA,RO1-08.3,RO1,2016,2,217,2016-08-04,Reservoir,50.59458,-63.17708,RO1
NA,RO1-08.4,RO1,2016,2,217,2016-08-04,Reservoir,50.58761,-63.18098,RO1
NA,RO1-08.5,RO1,2016,2,217,2016-08-04,Reservoir,50.58266,-63.1842,RO1
NA,RO1-08.6,RO1,2016,2,217,2016-08-04,Reservoir,50.55703,-63.20572,RO1
NA,RO1-08.7,RO1,2016,2,217,2016-08-04,Reservoir,50.52839,-63.23354,RO1
NA,RO1-08.8,RO1,2016,2,217,2016-08-04,Reservoir,50.49775,-63.25199,RO1
NA,RO1-08.9,RO1,2016,2,217,2016-08-04,Reservoir,50.46754,-63.23711,RO1
NA,RO1-09,RO1,2016,2,217,2016-08-04,Reservoir,50.45219,-63.23246,RO1
NA,RO1-09H,RO1,2016,2,217,2016-08-08,Deep,50.45187,-63.23296,Deep
NA,RO1-10,RO1,2016,2,227,2016-08-14,Reservoir,50.3895,-63.24347,RO1
NA,RO1-10D,RO1,2016,2,227,2016-08-14,Deep,50.3895,-63.24347,Deep
NA,RO1-11,RO1,2016,2,228,2016-08-15,Reservoir,50.44172,-63.22266,RO1
NA,RO1-11.1,RO1,2016,2,228,2016-08-15,Reservoir,50.44434,-63.2254,RO1
NA,RO1-11.2,RO1,2016,2,228,2016-08-15,Reservoir,50.44428,-63.23705,RO1
NA,RO1-11.3,RO1,2016,2,228,2016-08-15,Reservoir,50.45091,-63.24598,RO1
NA,RO1-11.4,RO1,2016,2,228,2016-08-15,Reservoir,50.44799,-63.24817,RO1
NA,RO1-11.5,RO1,2016,2,228,2016-08-15,Reservoir,50.43232,-63.23273,RO1
NA,RO1-12,RO1,2016,2,228,2016-08-15,Reservoir,50.43068,-63.21952,RO1
NA,RO1-12.1,RO1,2016,2,228,2016-08-15,Reservoir,50.43347,-63.21724,RO1
NA,RO1-12.2,RO1,2016,2,228,2016-08-15,Reservoir,50.42899,-63.21512,RO1
NA,RO1-12.3,RO1,2016,2,228,2016-08-15,Reservoir,50.41917,-63.22665,RO1
NA,RO1-13,RO1,2016,2,228,2016-08-15,Reservoir,50.40557,-63.23331,RO1
NA,RO1-13.1,RO1,2016,2,228,2016-08-15,Reservoir,50.39657,-63.2286,RO1
NA,RO1-13.2,RO1,2016,2,228,2016-08-15,Reservoir,50.38232,-63.23814,RO1
NA,RO1-13.3,RO1,2016,2,228,2016-08-15,Reservoir,50.38796,-63.2409,RO1
NA,RO2-46,RO2,2016,2,218,2016-08-05,Reservoir,50.8881,-63.22749,RO2
NA,RO2-46.1,RO2,2016,2,218,2016-08-05,Reservoir,50.87874,-63.22744,RO2
NA,RO2-46.2,RO2,2016,2,218,2016-08-05,Reservoir,50.88166,-63.21689,RO2
NA,RO2-46.3,RO2,2016,2,218,2016-08-05,Reservoir,50.87791,-63.20246,RO2
NA,RO2-46.4,RO2,2016,2,218,2016-08-05,Reservoir,50.87598,-63.19194,RO2
NA,RO2-46.5,RO2,2016,2,218,2016-08-05,Reservoir,50.86808,-63.18014,RO2
NA,RO2-47,RO2,2016,2,218,2016-08-05,Reservoir,50.85912,-63.1628,RO2
NA,RO2-47.1,RO2,2016,2,218,2016-08-05,Reservoir,50.8532,-63.14444,RO2
NA,RO2-48,RO2,2016,2,220,2016-08-07,Reservoir,51.00187,-63.34712,RO2
NA,RO2-49,RO2,2016,2,220,2016-08-07,Reservoir,51.02136,-63.30664,RO2
NA,RO2-50,RO2,2016,2,220,2016-08-07,Reservoir,51.05091,-63.19594,RO2
NA,RO2-51,RO2,2016,2,220,2016-08-07,Reservoir,51.01549,-63.25632,RO2
NA,RO2-52,RO2,2016,2,221,2016-08-08,Reservoir,50.94286,-63.34372,RO2
NA,RO2-53,RO2,2016,2,221,2016-08-08,Reservoir,50.95873,-63.30883,RO2
NA,RO2-54,RO2,2016,2,221,2016-08-08,Reservoir,50.86029,-63.18496,RO2
NA,RO2-55,RO2,2016,2,223,2016-08-10,Reservoir,50.8422,-63.18331,RO2
NA,RO2-55.1,RO2,2016,2,223,2016-08-10,Reservoir,50.83755,-63.19572,RO2
NA,RO2-55.2,RO2,2016,2,223,2016-08-10,Reservoir,50.8258,-63.20204,RO2
NA,RO2-55.3,RO2,2016,2,223,2016-08-10,Reservoir,50.82722,-63.18247,RO2
NA,RO2-55.4,RO2,2016,2,223,2016-08-10,Reservoir,50.81896,-63.18791,RO2
NA,RO2-56,RO2,2016,2,223,2016-08-10,Reservoir,50.7984,-63.20644,RO2
NA,RO2-56.1,RO2,2016,2,223,2016-08-10,Reservoir,50.79763,-63.19885,RO2
NA,RO2-56.2,RO2,2016,2,223,2016-08-10,Reservoir,50.77128,-63.18694,RO2
NA,RO2-56.3,RO2,2016,2,223,2016-08-10,Reservoir,50.77436,-63.19558,RO2
NA,RO2-56.4,RO2,2016,2,223,2016-08-10,Reservoir,50.76974,-63.22297,RO2
NA,RO2-57,RO2,2016,2,223,2016-08-10,Reservoir,50.75955,-63.2112,RO2
NA,RO2-58,RO2,2016,2,224,2016-08-11,Reservoir,50.73849,-63.23518,RO2
NA,RO2-58.1,RO2,2016,2,224,2016-08-11,Reservoir,50.74905,-63.23471,RO2
NA,RO2-58.2,RO2,2016,2,224,2016-08-11,Reservoir,50.7435,-63.22235,RO2
NA,RO2-59,RO2,2016,2,224,2016-08-11,Reservoir,50.71978,-63.2624,RO2
NA,RO2-59.1,RO2,2016,2,224,2016-08-11,Reservoir,50.71518,-63.25807,RO2
NA,RO2-59.2,RO2,2016,2,224,2016-08-11,Reservoir,50.70415,-63.24265,RO2
NA,RO2-60,RO2,2016,2,224,2016-08-11,Reservoir,50.69999,-63.23962,RO2
NA,RO2-60.1,RO2,2016,2,224,2016-08-11,Reservoir,50.67657,-63.26608,RO2
NA,RO2-61,RO2,2016,2,226,2016-08-13,Reservoir,50.6547,-63.26506,RO2
NA,RO2-61D,RO2,2016,2,226,2016-08-13,Deep,50.6547,-63.26506,Deep
NA,RO1-14,RO1,2016,3,279,2016-10-05,Reservoir,50.627,-63.18769,RO1
NA,RO1-14.1,RO1,2016,3,279,2016-10-05,Reservoir,50.63206,-63.17142,RO1
NA,RO1-15,RO1,2016,3,279,2016-10-05,Reservoir,50.62069,-63.16995,RO1
NA,RO1-15.1,RO1,2016,3,279,2016-10-05,Reservoir,50.61741,-63.17126,RO1
NA,RO1-15.2,RO1,2016,3,279,2016-10-05,Reservoir,50.60303,-63.17722,RO1
NA,RO1-15.3,RO1,2016,3,279,2016-10-05,Reservoir,50.58815,-63.18112,RO1
NA,RO1-15.4,RO1,2016,3,279,2016-10-05,Reservoir,50.57384,-63.19087,RO1
NA,RO1-15.5,RO1,2016,3,279,2016-10-05,Reservoir,50.55698,-63.20616,RO1
NA,RO1-15.6,RO1,2016,3,279,2016-10-05,Reservoir,50.52863,-63.23327,RO1
NA,RO1-15.7,RO1,2016,3,279,2016-10-05,Reservoir,50.4976,-63.25113,RO1
NA,RO1-15.8,RO1,2016,3,279,2016-10-05,Reservoir,50.46852,-63.24305,RO1
NA,RO1-15.9,RO1,2016,3,279,2016-10-05,Reservoir,50.46658,-63.2348,RO1
NA,RO1-16,RO1,2016,3,279,2016-10-05,Reservoir,50.46288,-63.22878,RO1
NA,RO1-16.1,RO1,2016,3,279,2016-10-05,Reservoir,50.46291,-63.22834,RO1
NA,RO1-16.2,RO1,2016,3,281,2016-10-07,Reservoir,50.46407,-63.21791,RO1
NA,RO1-16.3,RO1,2016,3,281,2016-10-07,Reservoir,50.46439,-63.21732,RO1
NA,RO1-16.4,RO1,2016,3,281,2016-10-07,Reservoir,50.45901,-63.22023,RO1
NA,RO1-17,RO1,2016,3,281,2016-10-07,Reservoir,50.45404,-63.23259,RO1
NA,RO1-17.1,RO1,2016,3,281,2016-10-07,Reservoir,50.45852,-63.22522,RO1
NA,RO1-17.2,RO1,2016,3,281,2016-10-07,Reservoir,50.4509,-63.24586,RO1
NA,RO1-17.3,RO1,2016,3,281,2016-10-07,Reservoir,50.44804,-63.24819,RO1
NA,RO1-18,RO1,2016,3,281,2016-10-07,Reservoir,50.44173,-63.22261,RO1
NA,RO1-18.1,RO1,2016,3,281,2016-10-07,Reservoir,50.4444,-63.2267,RO1
NA,RO1-18.2,RO1,2016,3,281,2016-10-07,Reservoir,50.44332,-63.23784,RO1
NA,RO1-18.3,RO1,2016,3,281,2016-10-07,Reservoir,50.43281,-63.23267,RO1
NA,RO1-19,RO1,2016,3,281,2016-10-07,Reservoir,50.4302,-63.2186,RO1
NA,RO1-19.1,RO1,2016,3,281,2016-10-07,Reservoir,50.4289,-63.21424,RO1
NA,RO1-19.2,RO1,2016,3,281,2016-10-07,Reservoir,50.4193,-63.22649,RO1
NA,RO1-20,RO1,2016,3,281,2016-10-07,Reservoir,50.40596,-63.23398,RO1
NA,RO1-20.1,RO1,2016,3,281,2016-10-07,Reservoir,50.39576,-63.22868,RO1
NA,RO1-20.2,RO1,2016,3,281,2016-10-07,Reservoir,50.38218,-63.23812,RO1
NA,RO1-21,RO1,2016,3,283,2016-10-09,Reservoir,50.3892,-63.24494,RO1
NA,RO1-21.1,RO1,2016,3,283,2016-10-09,Reservoir,50.38828,-63.23808,RO1
NA,RO2-62,RO2,2016,3,278,2016-10-04,Reservoir,50.93389,-63.35667,RO2
NA,RO2-63,RO2,2016,3,278,2016-10-04,Reservoir,50.73875,-63.23173,RO2
NA,RO2-63.1,RO2,2016,3,278,2016-10-04,Reservoir,50.74895,-63.23466,RO2
NA,RO2-63.2,RO2,2016,3,278,2016-10-04,Reservoir,50.74334,-63.22277,RO2
NA,RO2-64,RO2,2016,3,278,2016-10-04,Reservoir,50.72024,-63.26245,RO2
NA,RO2-64.1,RO2,2016,3,278,2016-10-04,Reservoir,50.71956,-63.26245,RO2
NA,RO2-64.2,RO2,2016,3,278,2016-10-04,Reservoir,50.71609,-63.25962,RO2
NA,RO2-64.3,RO2,2016,3,278,2016-10-04,Reservoir,50.70411,-63.24234,RO2
NA,RO2-65,RO2,2016,3,278,2016-10-04,Reservoir,50.69744,-63.244205,RO2
NA,RO2-65.1,RO2,2016,3,278,2016-10-04,Reservoir,50.67638,-63.26588,RO2
NA,RO2-66,RO2,2016,3,280,2016-10-06,Reservoir,50.88889,-63.22779,RO2
NA,RO2-66.1,RO2,2016,3,280,2016-10-06,Reservoir,50.87825,-63.22771,RO2
NA,RO2-66.2,RO2,2016,3,280,2016-10-06,Reservoir,50.88365,-63.21576,RO2
NA,RO2-66.3,RO2,2016,3,280,2016-10-06,Reservoir,50.87783,-63.20243,RO2
NA,RO2-66.4,RO2,2016,3,280,2016-10-06,Reservoir,50.86406,-63.196,RO2
NA,RO2-66.5,RO2,2016,3,280,2016-10-06,Reservoir,50.87553,-63.19204,RO2
NA,RO2-66.6,RO2,2016,3,280,2016-10-06,Reservoir,50.86958,-63.18678,RO2
NA,RO2-67,RO2,2016,3,280,2016-10-06,Reservoir,50.85922,-63.16408,RO2
NA,RO2-67.1,RO2,2016,3,280,2016-10-06,Reservoir,50.85312,-63.14467,RO2
NA,RO2-67.1SP,RO2,2016,3,280,2016-10-06,Reservoir,50.85315,-63.14446,RO2
NA,RO2-67.2,RO2,2016,3,280,2016-10-06,Reservoir,50.85796,-63.18137,RO2
NA,RO2-68,RO2,2016,3,280,2016-10-06,Reservoir,50.8407,-63.184,RO2
NA,RO2-68.1,RO2,2016,3,280,2016-10-06,Reservoir,50.83765,-63.19558,RO2
NA,RO2-68.2,RO2,2016,3,280,2016-10-06,Reservoir,50.82612,-63.20226,RO2
NA,RO2-68.3,RO2,2016,3,280,2016-10-06,Reservoir,50.82582,-63.18081,RO2
NA,RO2-68.4,RO2,2016,3,280,2016-10-06,Reservoir,50.81904,-63.18772,RO2
NA,RO2-69,RO2,2016,3,282,2016-10-08,Reservoir,51.03246,-63.28676,RO2
NA,RO2-70,RO2,2016,3,282,2016-10-08,Reservoir,51.04995,-63.206,RO2
NA,RO2-71,RO2,2016,3,282,2016-10-08,Reservoir,50.90294,-63.24386,RO2
NA,RO2-72,RO2,2016,3,283,2016-10-09,Reservoir,50.96581,-63.30664,RO2
NA,RO2-73,RO2,2016,3,283,2016-10-09,Reservoir,51.02102,-63.24859,RO2
NA,RO2-74,RO2,2016,3,283,2016-10-09,Reservoir,51.08523,-63.38708,RO2
NA,RO2-75,RO2,2016,3,285,2016-10-11,Reservoir,50.79889,-63.2051,RO2
NA,RO2-75.1,RO2,2016,3,285,2016-10-11,Reservoir,50.79893,-63.1998,RO2
NA,RO2-75.2,RO2,2016,3,285,2016-10-11,Reservoir,50.77153,-63.18696,RO2
NA,RO2-75.3,RO2,2016,3,285,2016-10-11,Reservoir,50.77353,-63.19775,RO2
NA,RO2-75.4,RO2,2016,3,285,2016-10-11,Reservoir,50.76978,-63.22305,RO2
NA,RO2-76,RO2,2016,3,285,2016-10-11,Reservoir,50.76014,-63.21169,RO2
NA,RO2-76.1,RO2,2016,3,285,2016-10-11,Reservoir,50.7289,-63.20786,RO2
NA,RO2-76.2,RO2,2016,3,285,2016-10-11,Reservoir,50.70816,-63.2171,RO2
NA,RO2-77,RO2,2016,3,285,2016-10-11,Reservoir,50.65635,-63.26385,RO2
NA,RO2-77D,RO2,2016,3,285,2016-10-11,Deep,50.65635,-63.26385,Deep
ROM-082.47,LRH01 ,LR,2015,1,162,2015-06-11,River,50.63128,-63.17061,Downriver
ROM-060.18,LRH02 ,LR,2015,1,162,2015-06-11,River,50.44343,-63.23006,Downriver
ROM-054.75,LRH03,LR,2015,1,162,2015-06-11,River,50.4007,-63.2344,Downriver
ROM-041.89,LRH04,LR,2015,1,163,2015-06-12,River,50.31684,-63.30894,Downriver
ROM-026.36,LRH05,LR,2015,1,163,2015-06-12,River,50.31095,-63.48326,Downriver
ROM-018.75,LRH06,LR,2015,1,163,2015-06-12,River,50.30508,-63.58665,Downriver
ROM-000.26,LRH07,LR,2015,1,163,2015-06-12,River,50.30083,-63.81233,Downriver
ROM-000.22,LRH08,LR,2015,1,163,2015-06-12,River,50.30064,-63.81285,Downriver
ROM-000.35,LRH09,LR,2015,1,163,2015-06-12,River,50.29303,-63.811132,Downriver
ROM-000.47,LRH10,LR,2015,1,163,2015-06-12,River,50.29588,-63.804823,Downriver
TR-222.52,RH30,TR,2015,1,170,2015-06-19,River,51.4506,-63.80385,Upriver
TR-229.24,RH31,TR,2015,1,170,2015-06-19,River,51.5072,-63.77443,Upriver
TR-234.83,RH32,TR,2015,1,170,2015-06-19,River,51.53856,-63.74592,Upriver
TR-180.42,RH33,TR,2015,1,170,2015-06-19,River,51.31163,-63.3943,Upriver
ROM-041.89,LRH11,LR,2015,2,213,2015-08-01,River,50.31672,-63.3089,Downriver
