site.name,sample.name,series,year,campaign,julian.day,sampling.date,sample.type,sample.type.year,lat,long,temp.water.ysi,do.cor.perc.ysi,ph.ysi,DOC,bact.abundance
NA,RO2-66.1,RO2,2016,3,280,2016-10-06,Reservoir,RO2,50.87825,-63.22771,12.85,102.298383973274,6.31,NA,NA
NA,RO2-66.2,RO2,2016,3,280,2016-10-06,Reservoir,RO2,50.88365,-63.21576,12.59,97.0520566341617,6.32,NA,NA
NA,RO2-66.3,RO2,2016,3,280,2016-10-06,Reservoir,RO2,50.87783,-63.20243,13.02,95.3835004462957,6.3,NA,NA
NA,RO2-66.4,RO2,2016,3,280,2016-10-06,Reservoir,RO2,50.86406,-63.196,13.01,95.4736149975683,6.28,NA,NA
NA,RO2-66.5,RO2,2016,3,280,2016-10-06,Reservoir,RO2,50.87553,-63.19204,13.65,89.2110149540075,6.2,NA,NA
NA,RO2-66.6,RO2,2016,3,280,2016-10-06,Reservoir,RO2,50.86958,-63.18678,13.38,94.10486702282,6.22,NA,NA
NA,RO2-67,RO2,2016,3,280,2016-10-06,Reservoir,RO2,50.85922,-63.16408,13.04,95.4661978282052,6.19,5.94488188976378,NA
NA,RO2-67.1,RO2,2016,3,280,2016-10-06,Reservoir,RO2,50.85312,-63.14467,15.11,93.1210940231831,6.18,NA,NA
NA,RO2-67.1SP,RO2,2016,3,280,2016-10-06,Reservoir,RO2,50.85315,-63.14446,16.27,18.6518401365356,5.11,NA,NA
NA,RO2-67.2,RO2,2016,3,280,2016-10-06,Reservoir,RO2,50.85796,-63.18137,13.23,101.537163598719,6.26,NA,NA
NA,RO2-68,RO2,2016,3,280,2016-10-06,Reservoir,RO2,50.8407,-63.184,12.59,97.2965428044043,6.27,5.8395403277293,NA
NA,RO2-68.1,RO2,2016,3,280,2016-10-06,Reservoir,RO2,50.83765,-63.19558,13.1,98.4076746013562,6.32,NA,NA
NA,RO2-68.2,RO2,2016,3,280,2016-10-06,Reservoir,RO2,50.82612,-63.20226,13.29,97.5153689725927,6.32,NA,NA
NA,RO2-68.3,RO2,2016,3,280,2016-10-06,Reservoir,RO2,50.82582,-63.18081,14.4,97.4328400012907,6.28,NA,NA
NA,RO2-68.4,RO2,2016,3,280,2016-10-06,Reservoir,RO2,50.81904,-63.18772,13.96,100.331740303969,6.34,NA,NA
NA,RO2-69,RO2,2016,3,282,2016-10-08,Reservoir,RO2,51.03246,-63.28676,11.89,83.5029033471971,5.78,6.23430517131305,NA
NA,RO2-70,RO2,2016,3,282,2016-10-08,Reservoir,RO2,51.04995,-63.206,11.83,79.7686915435032,5.62,5.96297084486061,NA
NA,RO2-71,RO2,2016,3,282,2016-10-08,Reservoir,RO2,50.90294,-63.24386,12.15,80.0758191481693,5.53,5.83155990636306,NA
NA,RO2-72,RO2,2016,3,283,2016-10-09,Reservoir,RO2,50.96581,-63.30664,11.7,14.17308663801,5.29,5.95020217067461,NA
NA,RO2-73,RO2,2016,3,283,2016-10-09,Reservoir,RO2,51.02102,-63.24859,13.6,14.4846061787758,5.89,5.87997446265163,NA
NA,RO2-74,RO2,2016,3,283,2016-10-09,Reservoir,RO2,51.08523,-63.38708,10.2,15.0460822252105,5.75,5.55277718663545,NA
NA,RO2-75,RO2,2016,3,285,2016-10-11,Reservoir,RO2,50.79889,-63.2051,10.85,90.3226119692388,5.92,6.27101510959779,NA
NA,RO2-75.1,RO2,2016,3,285,2016-10-11,Reservoir,RO2,50.79893,-63.1998,11.27,93.6867436092331,6.29,NA,NA
NA,RO2-75.2,RO2,2016,3,285,2016-10-11,Reservoir,RO2,50.77153,-63.18696,11.78,79.8714222432904,6.08,NA,NA
NA,RO2-75.3,RO2,2016,3,285,2016-10-11,Reservoir,RO2,50.77353,-63.19775,11.47,87.8388926128182,6.19,NA,NA
NA,RO2-75.4,RO2,2016,3,285,2016-10-11,Reservoir,RO2,50.76978,-63.22305,11.13,83.1580519087787,6.15,NA,NA
NA,RO2-76,RO2,2016,3,285,2016-10-11,Reservoir,RO2,50.76014,-63.21169,11.52,88.2911117323655,6.22,6.22792083422005,NA
NA,RO2-76.1,RO2,2016,3,285,2016-10-11,Reservoir,RO2,50.7289,-63.20786,12.04,84.9488633824353,6.21,NA,NA
NA,RO2-76.2,RO2,2016,3,285,2016-10-11,Reservoir,RO2,50.70816,-63.2171,12.14,85.6207287960404,6.23,NA,NA
NA,RO2-77,RO2,2016,3,285,2016-10-11,Reservoir,RO2,50.65635,-63.26385,11.93,94.1648537172001,6.76,6.00978931687593,NA
NA,RO2-77D,RO2,2016,3,285,2016-10-11,Deep,Deep,50.65635,-63.26385,NA,NA,NA,6.1502447329219,NA
NA,T50,TR,2016,3,281,2016-10-07,Tributary,Tributary,50.42867,-63.21339,10.73,52.6737330896297,5.82,NA,NA
NA,T51,TR,2016,3,282,2016-10-08,Tributary,Tributary,50.31005,-63.66122,11.04,105.467302083578,6.36,6.32634603107044,NA
NA,L339,L,2017,1,161,2017-06-10,Lake,Lake,50.98738,-63.21931,4.58,100.258660348829,5.23,4.75388471177945,573731
NA,L340,L,2017,1,163,2017-06-12,Lake,Lake,50.65014,-63.34715,11.6,105.620649549938,5.23,5.90075187969925,653333
NA,L341.1,L,2017,1,164,2017-06-13,Lake,Lake,50.56139,-63.30987,13.11,107.451133753775,5.6,5.80802005012531,663864
NA,L341.2,L,2017,1,164,2017-06-13,Lake,Lake,50.4639,-63.43874,7.29,103.751812904295,4.98,5.08521303258145,814000
NA,L342.1,L,2017,1,164,2017-06-13,Lake,Lake,50.57571,-63.46018,11.5,109.447857804284,5.88,5.27368421052631,690532
NA,L342.2,L,2017,1,164,2017-06-13,Lake,Lake,50.47201,-63.57963,12.15,109.196153610366,5.88,5.01604010025063,1270800
NA,L343,L,2017,1,165,2017-06-14,Lake,Lake,50.41793,-63.30336,13.32,99.247956753021,5.51,4.70426065162907,605909.090909091
NA,LR100,LR,2017,1,158,2017-06-07,River,Upriver,52.05896,-63.84431,8.16,102.50381862521,5.35,6.08822055137844,942012
NA,LR101,LR,2017,1,159,2017-06-08,River,Upriver,51.90414,-63.8136,8.87,101.468175259591,5.38,6.27619047619048,1572000
NA,LR102,LR,2017,1,159,2017-06-08,River,Upriver,51.67414,-63.71671,9.97,104.561368056975,5.63,6.2796992481203,1222667
NA,LR103,LR,2017,1,159,2017-06-08,River,Upriver,51.46205,-63.79765,11.22,102.449926947647,5.6,6.30827067669173,1054929
NA,LR104,LR,2017,1,159,2017-06-08,River,Upriver,51.37734,-63.57097,11.52,102.635831284497,5.84,6.51929824561403,2603800
NA,LR105,LR,2017,1,160,2017-06-09,River,Downriver,50.32369,-63.36666,6.7,105.659827226317,6.37,5.63659147869674,812250
NA,LR105.1,LR,2017,1,160,2017-06-09,River,Downriver,50.31098,-63.34247,6.76,88.6539374000652,6,NA,NA
NA,LR105.2,LR,2017,1,160,2017-06-09,River,Downriver,50.31604,-63.31002,7.08,89.7820502265437,6.02,NA,NA
NA,LR106,LR,2017,1,160,2017-06-09,River,Downriver,50.32795,-63.28682,7.43,90.4770892512405,6,5.81804511278195,784063
NA,LR106.1,LR,2017,1,160,2017-06-09,River,Downriver,50.35298,-63.27194,7.53,90.3112081646855,6.06,NA,NA
NA,LR106.2,LR,2017,1,160,2017-06-09,River,Downriver,50.36993,-63.26725,7.2,89.8684338933041,6,NA,NA
NA,LR107,LR,2017,1,160,2017-06-09,River,Downriver,50.38264,-63.26749,6.89,87.9227973794642,5.98,5.48421052631579,920500
NA,LR108,LR,2017,1,165,2017-06-14,River,Downriver,50.31552,-63.46295,9.26,101.958529568763,5.67,5.26616541353383,1232650
NA,LR109,LR,2017,1,165,2017-06-14,River,Downriver,50.30453,-63.60023,10.66,102.412805115809,5.99,5.51829573934837,1128833
NA,LR110,LR,2017,1,167,2017-06-16,River,Downriver,50.30984,-63.62226,9.72,109.395596383956,6.24,5.5749373433584,1708625
NA,LR110.1,LR,2017,1,167,2017-06-16,River,Downriver,50.3113,-63.62454,9.75,109.56046416971,6.25,NA,NA
NA,LR110.2,LR,2017,1,167,2017-06-16,River,Downriver,50.30999,-63.64499,9.75,111.642752768893,6.25,NA,NA
NA,LR111,TR,2017,1,167,2017-06-16,River,Downriver,50.31068,-63.66114,12.38,107.869958872213,6.55,5.61203007518797,1665250
NA,LR111.1,LR,2017,1,167,2017-06-16,River,Downriver,50.303,-63.66302,9.98,109.087183940003,6.27,NA,NA
NA,LR111.2,LR,2017,1,167,2017-06-16,River,Downriver,50.30905,-63.70509,10.6,113.501553151166,6.28,NA,NA
NA,LR111.3,LR,2017,1,167,2017-06-16,River,Downriver,50.3233,-63.73782,10.76,113.87932500541,6.35,NA,NA
NA,LR112,LR,2017,1,167,2017-06-16,River,Downriver,50.31496,-63.77327,11,110.270645616154,6.21,5.9468671679198,1442000
NA,LR97,LR,2017,1,158,2017-06-07,HeadwaterLakes,HeadwaterLakes,52.34818,-63.97016,13.23,105.41780954134,5.99,5.93884711779449,6623500
NA,LR98,LR,2017,1,158,2017-06-07,HeadwaterLakes,HeadwaterLakes,52.05834,-63.71077,9.38,104.782589977684,5.2,6.44812030075188,1010429
NA,LR99,LR,2017,1,158,2017-06-07,HeadwaterLakes,HeadwaterLakes,52.08851,-63.83806,11.42,110.733002185456,5.61,6.51278195488722,1032167
NA,RO1-22,RO1,2017,1,159,2017-06-08,Reservoir,RO1,50.46226,-63.23113,13.16,99.7931293294862,6.21,5.21553884711779,2332000
NA,RO1-22.1,RO1,2017,1,163,2017-06-12,Reservoir,RO1,50.4551,NA,5.96,76.3344489527356,6.04,NA,NA
NA,RO1-22hypo,RO1,2017,1,159,2017-06-08,Deep,Deep,50.46226,-63.23113,5.96,23.5280658702266,5.8,5.51428571428571,NA
NA,RO1-24,RO1,2017,1,158,2017-06-07,Reservoir,RO1,50.62655,-63.18718,3.8,71.1587440380347,5.72,5.35538847117794,960786
NA,RO1-24.1,RO1,2017,1,158,2017-06-07,Reservoir,RO1,50.62953,-63.18011,4.14,81.209480919023,6.02,NA,NA
NA,RO1-24.2,RO1,2017,1,158,2017-06-07,Reservoir,RO1,50.62058,-63.1687,5.3,79.9718157183989,5.99,NA,NA
NA,RO1-24.3,RO1,2017,1,158,2017-06-07,Reservoir,RO1,50.59701,-63.17743,5.14,81.1082183326111,6.01,NA,NA
NA,RO1-24.4,RO1,2017,1,158,2017-06-07,Reservoir,RO1,50.58519,-63.18205,5.28,81.7774798230451,6.04,NA,NA
NA,RO1-25,RO1,2017,1,158,2017-06-07,Reservoir,RO1,50.56717,-63.19537,5.9,84.7164978327577,6.1,5.52832080200501,870000
NA,RO1-25.1,RO1,2017,1,158,2017-06-07,Reservoir,RO1,50.5435,-63.21563,5.71,86.1678049676296,6.23,NA,NA
NA,RO1-25.2,RO1,2017,1,158,2017-06-07,Reservoir,RO1,50.543,-63.218,NA,NA,NA,NA,NA
NA,RO1-25.3,RO1,2017,1,158,2017-06-07,Reservoir,RO1,50.52658,-63.23517,5.51,79.0059532092434,6.13,NA,NA
NA,RO1-26,RO1,2017,1,158,2017-06-07,Reservoir,RO1,50.46359,-63.23531,5.84,80.8730136842212,6.21,5.71929824561403,712325
NA,RO1-27,RO1,2017,1,159,2017-06-08,Reservoir,RO1,50.46404,-63.2183,11,84.5530802541226,6.04,5.60050125313283,1774750
NA,RO1-27.2,RO1,2017,1,159,2017-06-08,Reservoir,RO1,50.46355,-63.2193,11.15,88.0808128960857,6.03,NA,NA
NA,RO1-27.3,RO1,2017,1,159,2017-06-08,Reservoir,RO1,50.46423,-63.21751,11.5,87.2073014107647,6.08,NA,NA
NA,RO1-28,RO1,2017,1,159,2017-06-08,Reservoir,RO1,50.45905,-63.22028,9.66,88.0793344174142,6.01,6.21604010025063,1201226
NA,RO1-28hypo,RO1,2017,1,159,2017-06-08,Deep,Deep,50.45905,-63.22028,6.18,77.377784813835,6.04,5.39699248120301,NA
NA,RO1-29,RO1,2017,1,159,2017-06-08,Reservoir,RO1,50.44161,-63.22279,7.81,80.5282441748596,6.03,7.09674185463659,964500
NA,RO1-30,RO1,2017,1,163,2017-06-12,Reservoir,RO1,50.4522,-63.2321,5.96,77.6897336414695,6.05,5.73634085213033,1222300
NA,RO1-30.1,RO1,2017,1,163,2017-06-12,Reservoir,RO1,50.45107,-63.24569,6.74,77.326653427988,6.17,NA,NA
NA,RO1-30.2,RO1,2017,1,163,2017-06-12,Reservoir,RO1,50.44821,-63.298,7.03,78.0744081636275,6.08,NA,NA
NA,RO1-30.3,RO1,2017,1,163,2017-06-12,Reservoir,RO1,50.4457,-63.23724,6.59,76.0326911444277,6.07,NA,NA
NA,RO1-30.4,RO1,2017,1,163,2017-06-12,Reservoir,RO1,50.44422,-63.2239,8,84.2555025993281,6.12,NA,NA
NA,RO1-30.5,RO1,2017,1,163,2017-06-12,Reservoir,RO1,50.43218,-63.2306,7.51,82.9897612696797,6.12,NA,NA
NA,RO1-30hypo,RO1,2017,1,163,2017-06-12,Deep,Deep,50.4522,-63.2321,5.84,70.3212104226765,5.98,5.64010025062657,NA
NA,RO1-31,RO1,2017,1,163,2017-06-12,Reservoir,RO1,50.43013,-63.21934,10.09,91.9016225655664,6.18,5.50726817042606,965619
NA,RO1-31.1,RO1,2017,1,163,2017-06-12,Reservoir,RO1,50.43286,-63.21612,12.02,95.248551490713,6.22,NA,NA
NA,RO1-31.2,RO1,2017,1,163,2017-06-12,Reservoir,RO1,50.42902,-63.21452,13.2,98.50469553344,5.79,NA,NA
NA,RO1-31hypo,RO1,2017,1,163,2017-06-12,Deep,Deep,50.43013,-63.21934,6.23,74.2093940206326,6.03,5.33583959899749,NA
NA,RO1-32,RO1,2017,1,163,2017-06-12,Reservoir,RO1,50.43435,-63.22805,10.72,92.5793901620194,6.17,5.84912280701754,1314000
NA,RO1-32hypo,RO1,2017,1,163,2017-06-12,Deep,Deep,50.43435,-63.22805,6.91,76.1287534642212,6.04,5.41453634085213,NA
NA,RO1-33,RO1,2017,1,165,2017-06-14,Reservoir,RO1,50.44396,-63.23666,6.39,85.1946052177305,5.16,5.71077694235589,1178200
NA,RO1-34,RO1,2017,1,165,2017-06-14,Reservoir,RO1,50.38982,-63.24723,8.94,93.4442858646176,6.2,6.12230576441103,1504250
NA,RO1-34hypo,RO1,2017,1,165,2017-06-14,Deep,Deep,50.38982,-63.24723,6.1,80.7013391359379,6.08,5.5483709273183,NA
NA,RO1-35,RO1,2017,1,165,2017-06-14,Reservoir,RO1,50.41921,-63.2292,7.15,85.0781326635127,6.12,5.56491228070175,1274000
NA,RO1-35.1,RO1,2017,1,165,2017-06-14,Reservoir,RO1,50.40453,-63.23264,7.76,89.8435758578471,6.13,NA,NA
NA,RO1-35.2,RO1,2017,1,165,2017-06-14,Reservoir,RO1,50.39618,-63.2288,8.8,94.2636741295614,NA,NA,NA
NA,RO1-35.3,RO1,2017,1,165,2017-06-14,Reservoir,RO1,50.38224,-63.2384,14.33,102.616264083349,6.06,NA,NA
NA,RO2-77_2017,RO2,2017,1,160,2017-06-09,Reservoir,RO2,51.02628,-63.30456,9.66,99.8961075980876,4.92,6.53984962406015,1031917
NA,RO2-77.2,RO2,2017,1,160,2017-06-09,Reservoir,RO2,51.03378,-63.2918,9.66,NA,NA,NA,NA
NA,RO2-78,RO2,2017,1,160,2017-06-09,Reservoir,RO2,50.97265,-63.2951,3.66,86.1307810064805,5.16,5.58395989974937,665354
NA,RO2-79,RO2,2017,1,160,2017-06-09,Reservoir,RO2,51.02574,-63.23441,9.45,102.354380920419,4.98,5.88320802005012,1114417
NA,RO2-79.2,RO2,2017,1,160,2017-06-09,Reservoir,RO2,51.02991,-63.2196,9.45,NA,NA,NA,NA
NA,RO2-80,RO2,2017,1,161,2017-06-10,Reservoir,RO2,51.08887,-63.39539,5.15,109.925253679761,5.55,6.86365914786967,965083
NA,RO2-81,RO2,2017,1,161,2017-06-10,Reservoir,RO2,51.01304,-63.36296,5.07,110.2452907043,5.75,6.58345864661654,1012750
NA,RO2-82,RO2,2017,1,161,2017-06-10,Reservoir,RO2,50.93186,-63.35093,5.19,94.2295853139621,5.71,5.58345864661654,770813
NA,RO2-83,RO2,2017,1,166,2017-06-15,Reservoir,RO2,50.6779,-63.2642,7.94,84.8913847019822,5.88,5.58696741854637,1122167
NA,RO2-83hypo,RO2,2017,1,166,2017-06-15,Deep,Deep,50.6779,-63.2642,4.96,67.7960550398147,5.75,NA,NA
NA,RO2-84,RO2,2017,1,161,2017-06-10,Reservoir,RO2,50.82541,-63.182238,8.8,91.954137985637,6.15,5.80401002506266,2328500
NA,RO2-84.1,RO2,2017,1,161,2017-06-10,Reservoir,RO2,50.81882,-63.18757,5.75,84.6150825525629,6.12,NA,NA
NA,RO2-84.2,RO2,2017,1,161,2017-06-10,Reservoir,RO2,50.828,-63.20179,4.11,81.8213811539005,6.11,NA,NA
NA,RO2-84hypo,RO2,2017,1,161,2017-06-10,Deep,Deep,50.82541,-63.182238,5.23,80.2172111231753,6.05,5.74035087719298,NA
NA,RO2-85,RO2,2017,1,161,2017-06-10,Reservoir,RO2,50.80005,-63.20492,12.8,93.2716605245057,5.8,7.83308270676692,1445600
NA,RO2-85.1,RO2,2017,1,161,2017-06-10,Reservoir,RO2,50.7713,-63.18657,9.96,95.2376034428946,6.12,NA,NA
NA,RO2-85hypo,RO2,2017,1,161,2017-06-15,Deep,Deep,50.80005,-63.20492,4.97,79.4736831710693,5.76,5.63057644110276,NA
NA,RO2-86,RO2,2017,1,161,2017-06-10,Reservoir,RO2,50.77365,-63.1976,6.4,87.0302510664538,6.05,5.94887218045113,483196
NA,RO2-86.1,RO2,2017,1,161,2017-06-10,Reservoir,RO2,50.76966,-63.22195,4.89,72.7507323356044,5.99,NA,NA
NA,RO2-87,RO2,2017,1,163,2017-06-12,Reservoir,RO2,50.90621,-63.25387,3.88,79.985036458221,4.86,6.06817042606516,622733
NA,RO2-88,RO2,2017,1,163,2017-06-12,Reservoir,RO2,50.86128,-63.1533,5.76,84.8845599444448,5.5,6.08170426065163,950071
NA,RO2-89,RO2,2017,1,163,2017-06-12,Reservoir,RO2,50.83683,-63.19171,4.54,81.7485125902529,5.57,5.8390977443609,834071
NA,RO2-90,RO2,2017,1,163,2017-06-12,Reservoir,RO2,50.76277,-63.20787,4.88,78.4644120963245,5.48,5.63609022556391,927750
NA,RO2-91,RO2,2017,1,164,2017-06-13,Reservoir,RO2,50.65766,-63.26492,4.69,78.7882823959403,6.08,5.97042606516291,994833
NA,RO2-91hypo,RO2,2017,1,164,2017-06-13,Deep,Deep,50.65766,-63.26492,3.97,69.0546665258998,5.93,5.69573934837093,NA
NA,RO2-92,RO2,2017,1,164,2017-06-13,Reservoir,RO2,50.67409,-63.24713,5.99,78.2744405373496,5.99,5.90576441102757,1056850
NA,RO2-93,RO2,2017,1,164,2017-06-13,Reservoir,RO2,50.71061,-63.23307,6.43,80.5847772618183,6.08,5.81854636591479,1181600
NA,RO2-93.1,RO2,2017,1,164,2017-06-13,Reservoir,RO2,50.70391,-63.24276,6.65,62.7519438923931,6.07,NA,NA
NA,RO2-94,RO2,2017,1,166,2017-06-15,Reservoir,RO2,50.73508,-63.23523,5.3,76.9610716646899,6.04,6.20100250626566,563909
NA,RO2-94.1,RO2,2017,1,166,2017-06-13,Reservoir,RO2,50.74884,-63.23417,7.87,82.2449976090182,6.07,NA,NA
NA,RO2-94.2,RO2,2017,1,166,2017-06-13,Reservoir,RO2,50.74361,-63.22263,8.15,86.8197679555005,6.12,NA,NA
NA,RO2-94.3,RO2,2017,1,166,2017-06-15,Reservoir,RO2,50.75728,-63.22622,5.3,NA,NA,NA,NA
NA,RO2-95,RO2,2017,1,166,2017-06-15,Reservoir,RO2,50.71751,-63.26019,9.81,85.6791331553317,5.85,6.41052631578947,1308000
NA,RO2-95hypo,RO2,2017,1,166,2017-06-15,Deep,Deep,50.71751,-63.26019,5.21,74.4950267999047,5.85,5.74035087719298,NA
NA,RO2-96,RO2,2017,1,166,2017-06-15,Reservoir,RO2,50.65976,-63.27,6.8,83.7429358483606,5.93,5.69022556390977,1235000
NA,RO2-96hypo,RO2,2017,1,166,2017-06-15,Deep,Deep,50.65976,-63.27,5.62,78.6773947132503,5.9,5.70075187969925,NA
NA,T53,TR,2017,1,163,2017-06-12,Tributary,Tributary,50.42857,-63.21352,12.83,92.9556611535339,5.49,6.91278195488722,NA
NA,T54,TR,2017,1,164,2017-06-13,Tributary,Tributary,50.71791,-63.26083,NA,NA,NA,NA,NA
NA,L344,L,2017,2,227,2017-08-15,Lake,Lake,50.9873373727325,-63.2195141144221,17.51,99.6393570249805,5.12,4.73356650550355,657728
NA,L345,L,2017,2,227,2017-08-15,Lake,Lake,50.6436570281367,-63.347390136815,19.51,97.0218683849319,5.02,6.37640160477317,884857
NA,L346,L,2017,2,229,2017-08-17,Lake,Lake,50.4180716903849,-63.3048697615956,18,94.4517896367784,5.21,4.74025306038473,739750
NA,L347,L,2017,2,229,2017-08-17,Lake,Lake,50.4748424114515,-63.4319037919681,17.64,87.1856283178738,5.17,5.07920995782327,881455
NA,L347.1,L,2017,2,229,2017-08-17,Lake,Lake,50.569591840794,-63.308206898041,18.18,93.2004829191308,5.12,6.50704660014402,1677500
NA,L348,L,2017,2,229,2017-08-17,Lake,Lake,50.5802317113651,-63.457395935871,18.38,97.3397052072145,5.36,5.7962143812365,1011786
NA,L348.1,L,2017,2,229,2017-08-17,Lake,Lake,50.4684068210184,-63.574037117073,18.01,97.7523706222846,5.38,5.67071288962041,658022
NA,LR113,LR,2017,2,221,2017-08-09,HeadwaterLakes,HeadwaterLakes,52.3521241188954,-63.9812450963776,16.52,NA,6.35,6.35377018825224,1805500
NA,LR114,LR,2017,2,221,2017-08-09,HeadwaterLakes,HeadwaterLakes,52.0605360055294,-63.7103194684124,16.78,NA,5.66,5.58224462503858,1530825
NA,LR115,LR,2017,2,221,2017-08-09,HeadwaterLakes,HeadwaterLakes,52.0898765806231,-63.8400520407223,17.78,NA,5.57,5.63573706408806,1562000
NA,LR116,LR,2017,2,221,2017-08-09,River,Upriver,52.0589174319258,-63.8435444580924,16.93,NA,5.34,5.57812982203477,1347300
NA,LR117,LR,2017,2,224,2017-08-12,HeadwaterLakes,HeadwaterLakes,52.3521376533327,-63.9818098303875,16.05,99.0441732324749,5.51,5.61979220244831,1528025
NA,LR118,LR,2017,2,224,2017-08-12,HeadwaterLakes,HeadwaterLakes,52.0616774197727,-63.7169993473887,15.79,101.603731756176,5.52,5.72009052566608,1724000
NA,LR119,LR,2017,2,224,2017-08-12,River,Upriver,51.4653272475039,-63.7953993922335,16.03,98.7976921322865,5.79,5.86256557967287,1751125
NA,LR120,LR,2017,2,224,2017-08-12,River,Upriver,51.3763394609061,-63.5729518730552,16.98,99.0608185353144,5.76,6.49521654150807,2187500
NA,LR121,LR,2017,2,229,2017-08-17,River,Downriver,50.3041661760171,-63.5958847693471,14.32,100.849914734912,5.7,6.2143812364983,1691125
NA,LR122,LR,2017,2,229,2017-08-17,River,Downriver,50.3156978904738,-63.4630805649971,14.09,99.9704703668616,5.51,6.25810101841374,1694125
NA,LR123,LR,2017,2,230,2017-08-18,River,Downriver,50.3245,-63.36677,14.65,89.7372703924256,5.96,6.31313650858965,1120750
NA,LR123.1,LR,2017,2,230,2017-08-18,River,Downriver,50.311,-63.34058,14.82,90.7946524746336,5.84,NA,NA
NA,LR123.2,LR,2017,2,230,2017-08-18,River,Downriver,50.31588,-63.31115,14.99,91.4888065109927,5.92,NA,NA
NA,LR124,LR,2017,2,230,2017-08-18,River,Downriver,50.32785,-63.28661,15.22,94.0579427662549,5.99,6.2591297191647,2295200
NA,LR124.1,LR,2017,2,230,2017-08-18,River,Downriver,50.34897,-63.27699,15.3,92.5265046362099,5.85,NA,NA
NA,LR124.2,LR,2017,2,230,2017-08-18,River,Downriver,50.36759,-63.2669,15.18,91.5808867242724,5.89,NA,NA
NA,LR125,LR,2017,2,230,2017-08-18,River,Downriver,50.38229,-63.26742,15.7,98.7590534980156,5.83,6.17117580495834,2421800
NA,LR126,LR,2017,2,230,2017-08-18,River,Downriver,50.31345,-63.77851,15.53,101.418156817901,5.88,7.69262421561568,2979500
NA,LR127,LR,2017,2,230,2017-08-18,River,Downriver,50.3097,-63.62239,15.93,104.718693657696,6.04,6.28433288756301,1714375
NA,LR127.1,LR,2017,2,230,2017-08-18,River,Downriver,50.31028,-63.64479,15.52,106.289066911351,6.04,NA,NA
NA,LR127.2,LR,2017,2,230,2017-08-18,River,Downriver,50.30258,-63.66449,15.71,106.30559189767,6,NA,NA
NA,LR127.3,LR,2017,2,230,2017-08-18,River,Downriver,50.30902,-63.70364,15.84,106.197650199227,6.03,NA,NA
NA,LR127.4,LR,2017,2,230,2017-08-18,River,Downriver,50.32486,-63.74102,16.03,107.045403293959,6.04,NA,NA
NA,RO1-36,RO1,2017,2,221,2017-08-09,Reservoir,RO1,50.46383,-63.2183,15.3,78.7434402644747,5.1,15.0041148030038,7101500
NA,RO1-36.1,RO1,2017,2,229,2017-08-17,Reservoir,RO1,50.46437,-63.21748,16,86.7088803012433,5.15,NA,NA
NA,RO1-36.2,RO1,2017,2,229,2017-08-17,Reservoir,RO1,50.46349,-63.21914,15.7,83.1314133586456,5.27,NA,NA
NA,RO1-36.3,RO1,2017,2,229,2017-08-17,Reservoir,RO1,50.46225,-63.22089,15.45,82.9017574768667,5.42,NA,NA
NA,RO1-37,RO1,2017,2,221,2017-08-09,Reservoir,RO1,50.46925,-63.22016,15.12,88.269402752308,5.41,8.35407879847752,968200
NA,RO1-37hypo,RO1,2017,2,229,2017-08-17,Deep,Deep,50.46925,-63.22016,13.27,77.8355750167376,5.52,11.6927270856908,NA
NA,RO1-38,RO1,2017,2,221,2017-08-09,Reservoir,RO1,50.46229,-63.23435,16.93,91.8283659494278,5.1,6.30336385145561,1746250
NA,RO1-38.1,RO1,2017,2,221,2017-08-09,Reservoir,RO1,50.46247,-63.22948,16.39,94.1128403461919,5.66,NA,NA
NA,RO1-38.2,RO1,2017,2,221,2017-08-09,Reservoir,RO1,50.46233,-63.22838,15.05,87.3351929866625,5.77,NA,NA
NA,RO1-38hypo,RO1,2017,2,229,2017-08-17,Deep,Deep,50.46229,-63.23435,13.38,80.9226684380278,5.58,6.38051640777698,NA
NA,RO1-39,RO1,2017,2,222,2017-08-10,Reservoir,RO1,50.6268,-63.18727,13.75,89.5436606260065,5.6,6.3949182182903,1066750
NA,RO1-39.1,RO1,2017,2,222,2017-08-10,Reservoir,RO1,50.62984,-63.17905,13.59,90.5315500608797,5.7,NA,NA
NA,RO1-39.2,RO1,2017,2,222,2017-08-10,Reservoir,RO1,50.66585,-63.17015,13.9,92.4529454044301,NA,NA,NA
NA,RO1-39.3,RO1,2017,2,222,2017-08-10,Reservoir,RO1,50.62099,-63.16929,14.75,96.9330110397529,5.65,NA,NA
NA,RO1-39.4,RO1,2017,2,222,2017-08-10,Reservoir,RO1,50.61214,-63.17244,14.02,90.9042725205668,5.67,NA,NA
NA,RO1-39.5,RO1,2017,2,222,2017-08-10,Reservoir,RO1,50.60788,-63.17715,14.02,NA,NA,NA,NA
NA,RO1-39.6,RO1,2017,2,222,2017-08-10,Reservoir,RO1,50.59299,-63.17953,14.31,95.3106724068549,5.62,NA,NA
NA,RO1-39.7,RO1,2017,2,222,2017-08-10,Reservoir,RO1,50.57497,-63.18981,14.35,93.4913612210359,5.63,NA,NA
NA,RO1-39.8,RO1,2017,2,222,2017-08-10,Reservoir,RO1,50.56094,-63.203,14.46,93.6164606572791,5.66,NA,NA
NA,RO1-40,RO1,2017,2,222,2017-08-10,Reservoir,RO1,50.54193,-63.21538,14.57,94.6058110192528,5.71,6.6094023248637,1076333
