site.name,sample.name,series,year,campaign,julian.day,sampling.date,sample.type,sample.type.year,lat,long,temp.water.ysi,do.cor.perc.ysi,ph.ysi,DOC,bact.abundance
RE2-147-AE,RO2-26,RO2,2015,2,219,2015-08-07,Reservoir,RO2,51.05861,-63.19764,18.87,94.5605128995636,6.44,5.75455289543687,1334500
NA,RO2-26D,RO2,2015,2,219,2015-08-07,Deep,Deep,51.05861,-63.19764,13.92,71.9451244996412,5.69,NA,NA
RE2-116-M,RO2-27,RO2,2015,2,219,2015-08-07,Reservoir,RO2,50.87214,-63.2106,18.26,86.5425659770526,6.21,5.94485369347248,NA
NA,RO2-27D,RO2,2015,2,219,2015-08-07,Deep,Deep,50.87214,-63.2106,15.82,79.5452842934145,6.17,NA,NA
RE2-114-AE,RO2-28,RO2,2015,2,219,2015-08-07,Reservoir,RO2,50.86131,-63.15281,18.69,92.8182694224611,6.41,6.03181911192961,1059000
NA,RO2-28D,RO2,2015,2,219,2015-08-07,Deep,Deep,50.86131,-63.15281,16.82,83.6045538888646,5.9,NA,NA
RE2-111-M,RO2-29,RO2,2015,2,219,2015-08-07,Reservoir,RO2,50.83579,-63.19522,16.96,86.8375270629925,6.29,6.00470636382239,1071500
NA,RO2-29D,RO2,2015,2,219,2015-08-07,Deep,Deep,50.83579,-63.19522,13.15,74.781721076517,6.08,NA,NA
LI-02,SL322,L,2015,2,216,2015-08-04,Soil,Soil,50.21165,-63.91142,11.3,NA,4.75,NA,NA
LPR-04,SL323,L,2015,2,219,2015-08-07,Soil,Soil,51.18924,-63.90315,13.1,NA,4.21,NA,NA
LPR-02,SL325,L,2015,2,219,2015-08-07,Soil,Soil,51.17887,-63.92581,11.6,NA,4.55,NA,NA
LPR-01,SL326,L,2015,2,219,2015-08-07,Soil,Soil,51.18167,-63.92587,8.9,NA,4.47,NA,NA
LPS-05,SL327,L,2015,2,219,2015-08-07,Soil,Soil,51.18145,-63.92259,10.7,NA,4.03,NA,NA
PR-01A,SPR13,PR,2015,2,167,2015-08-02,Soil,Soil,51.36792,-63.87695,8,NA,4.95,NA,NA
PR-03A,SPR16,PR,2015,2,215,2015-08-03,Soil,Soil,51.30365,-63.86974,13.7,NA,5.11,NA,NA
PR-02A,SPR18,PR,2015,2,216,2015-08-04,Soil,Soil,51.30387,-63.85239,11,NA,4.49,NA,NA
PR-05B,SPR20,PR,2015,2,217,2015-08-05,Soil,Soil,51.20218,-63.92313,10.2,NA,3.88,NA,NA
PR-04B,SPR21,PR,2015,2,218,2015-08-06,Soil,Soil,51.21072,-63.92059,11.1,NA,5.75,NA,NA
PR-06A,SPR23,PR,2015,2,219,2015-08-07,Soil,Soil,51.1863,-63.9319,12.6,NA,4.56,NA,NA
TR-222.52,ST21,TR,2015,2,220,2015-08-08,Stream,Stream,51.45175,-63.80902,NA,NA,4.51,NA,NA
TR-244.64,ST25,TR,2015,2,220,2015-08-08,Stream,Stream,51.61302,-63.67693,NA,NA,4.69,NA,NA
TR-121.10,ST27,TR,2015,2,221,2015-08-09,Stream,Stream,50.91058,-63.24684,16.1,NA,4.62,NA,NA
TR-198.10,ST29,TR,2015,2,222,2015-08-10,Stream,Stream,51.33701,-63.61772,13.9,NA,4.73,NA,NA
TR-056.41,ST41,TR,2015,2,225,2015-08-13,Stream,Stream,50.42005,-63.2447,11.4,NA,4.82,NA,NA
LI-02,SWL322,L,2015,2,216,2015-08-04,Soilwater,Soilwater,50.21165,-63.91142,11.99,32.8482054836905,5.05,25.1389908738068,NA
LPR-04,SWL323,L,2015,2,219,2015-08-07,Soilwater,Soilwater,51.18924,-63.90315,13.81,46.2619276346405,4.8,29.9318157977552,NA
LPR-02,SWL325,L,2015,2,219,2015-08-07,Soilwater,Soilwater,51.17887,-63.92581,8.76,107.216829199842,5,11.9427252701143,NA
LPR-01,SWL326,L,2015,2,219,2015-08-07,Soilwater,Soilwater,51.18167,-63.92587,11.04,61.1843625557477,5.23,11.6516311759152,NA
LPS-05,SWL327,L,2015,2,219,2015-08-07,Soilwater,Soilwater,51.18145,-63.92259,10.7,54.1547648712423,4.44,26.7145704395259,NA
PR-01A,SWPR13,PR,2015,2,167,2015-08-02,Soilwater,Soilwater,51.36792,-63.87695,8.33,46.6818843769608,5.49,4.47707961816847,NA
PR-03A,SWPR16,PR,2015,2,215,2015-08-03,Soilwater,Soilwater,51.30365,-63.86974,13.15,19.045169758258,5.39,10.2365467324032,NA
PR-02A,SWPR18,PR,2015,2,216,2015-08-04,Soilwater,Soilwater,51.30387,-63.85239,11,45.1435434124776,5.23,13.5424315535508,NA
PR-05B,SWPR20,PR,2015,2,217,2015-08-05,Soilwater,Soilwater,51.20218,-63.92313,8.74,18.5297857486093,5.63,9.26833106052659,NA
PR-04B,SWPR21,PR,2015,2,218,2015-08-06,Soilwater,Soilwater,51.21072,-63.92059,9.15,4.7050117891091,5.42,2.91461239903493,NA
PR-06A,SWPR23,PR,2015,2,219,2015-08-07,Soilwater,Soilwater,51.1863,-63.9319,15.46,34.4807888648885,4.8,9.34857862163012,NA
TR-222.52,SWT21,TR,2015,2,220,2015-08-08,Soilwater,Soilwater,51.45175,-63.80902,9.84,37.4160843423071,5.06,5.26771486242431,NA
TR-244.64,SWT25,TR,2015,2,220,2015-08-08,Soilwater,Soilwater,51.61302,-63.67693,11.65,32.0475472864721,5.24,NA,NA
TR-121.10,SWT27,TR,2015,2,221,2015-08-09,Soilwater,Soilwater,50.91058,-63.24684,17.77,26.8313658720671,5.13,NA,NA
TR-198.10,SWT29,TR,2015,2,222,2015-08-10,Soilwater,Soilwater,51.33701,-63.61772,14.43,22.0430318041924,5.67,NA,NA
TR-056.41,SWT41,TR,2015,2,225,2015-08-13,Soilwater,Soilwater,50.42005,-63.2447,9,26.9474947195935,4.8,60.9322213959418,NA
TR-013.00,T15,TR,2015,2,214,2015-08-02,Tributary,Tributary,50.30985,-63.66135,16.65,100.288317333567,5.88,11.7367505627174,1385000
TR-080.57,T16,TR,2015,2,215,2015-08-03,Tributary,Tributary,50.632,-63.16698,17.39,101.126300996242,5.66,8.83824432166973,1636500
TR-063.16,T17,TR,2015,2,215,2015-08-03,Tributary,Tributary,50.46852,-63.23358,15.62,88.9664320629812,5.17,15.2128094945774,1587500
TR-172.49,T18,TR,2015,2,217,2015-08-05,Tributary,Tributary,51.24445,-63.33876,16.6,95.5791140515669,6.68,7.5305428662488,944500
TR-172.10,T19,TR,2015,2,217,2015-08-05,Tributary,Tributary,51.24168,-63.34475,16.85,94.2743005205618,6.3,NA,NA
TR-161.22,T20,TR,2015,2,217,2015-08-05,Tributary,Tributary,51.15319,-63.40168,15.63,96.2636266166512,6.24,5.35911602209945,671500
TR-222.52,T21,TR,2015,2,220,2015-08-08,Tributary,Tributary,51.45175,-63.80902,15,99.4466661366646,6,10.5056836290237,1371500
TR-229.24,T22,TR,2015,2,220,2015-08-08,Tributary,Tributary,51.50591,-63.78955,15.15,103.305111808337,6.27,9.13205141825135,NA
TR-234.83,T23,TR,2015,2,220,2015-08-08,Tributary,Tributary,51.54037,-63.7449,17,103.04622324866,6.46,8.24285562519919,NA
TR-280.25,T24,TR,2015,2,220,2015-08-08,Tributary,Tributary,51.91388,-63.83259,16.93,103.192594877278,NA,8.14086901094231,NA
TR-244.64,T25,TR,2015,2,220,2015-08-08,Tributary,Tributary,51.61302,-63.67693,16.28,102.801992021297,6.1,8.06491023053224,898000
TR-153.85,T26,TR,2015,2,221,2015-08-09,Tributary,Tributary,51.10227,-63.38516,14.65,100.003324928489,5.74,6.43153086157442,345000
TR-121.10,T27,TR,2015,2,221,2015-08-09,Tributary,Tributary,50.91047,-63.24681,16.83,98.1273061164575,4.91,9.80027621374695,NA
TR-121.85,T28,TR,2015,2,221,2015-08-09,Tributary,Tributary,50.88194,-63.25109,21.15,106.575526605554,5.39,5.28524381174971,NA
TR-198.10,T29,TR,2015,2,222,2015-08-10,Tributary,Tributary,51.33701,-63.61772,15.39,94.2719577041265,6.24,7.20705407415277,876500
TR-187.36,T30,TR,2015,2,222,2015-08-10,Tributary,Tributary,51.32538,-63.49067,16.67,111.126671857063,6.36,6.95580580048868,1267500
TR-127.84,T31,TR,2015,2,223,2015-08-11,Tributary,Tributary,50.88197,-63.41251,21.73,110.494091059374,6.83,5.3824498034633,707000
TR-026.36E,T32,TR,2015,2,223,2015-08-11,Tributary,Tributary,50.83152,-63.33313,14.05,108.711398783679,5.41,9.57505577392967,809000
TR-095.22B,T33,TR,2015,2,223,2015-08-11,Tributary,Tributary,50.74831,-63.30805,23.3,99.486308766156,5.05,8.87761606289174,1134500
TR-095.22A,T34,TR,2015,2,223,2015-08-11,Tributary,Tributary,50.73,-63.2946,17.12,93.1273924336379,5.23,10.3877616062892,1236500
TR-077.91,T35,TR,2015,2,223,2015-08-11,Tributary,Tributary,50.58714,-63.18549,17.02,97.3916232832641,5.89,9.50440879634548,1169500
TR-049.69,T37,TR,2015,2,225,2015-08-13,Tributary,Tributary,50.37239,-63.26387,15.27,74.176433501553,4.66,15.5423350685223,1296500
TR-075.58,T38,TR,2015,2,225,2015-08-13,Tributary,Tributary,50.56943,-63.19675,12.16,86.7833655693935,7.04,13.4638266227558,1652000
TR-048.18,T39,TR,2015,2,225,2015-08-13,Tributary,Tributary,50.35786,-63.25951,14.7,100.446530366162,5.15,20.5880165728248,764000
TR-073.42,T40,TR,2015,2,225,2015-08-13,Tributary,Tributary,50.55195,-63.21308,14.24,95.6995169518156,5.63,13.9424200573675,1730750
TR-056.41,T41,TR,2015,2,225,2015-08-13,Tributary,Tributary,50.42005,-63.2447,11.51,61.6076225934067,4.25,33.1615850419632,1683250
TR-067.92,T42,TR,2015,2,225,2015-08-13,Tributary,Tributary,50.50407,-63.25534,13.6,95.646091538293,4.91,21.6126633379369,1399500
TR-058.85,T43,TR,2015,2,225,2015-08-13,Tributary,Tributary,50.4343,-63.25332,17.65,87.6535088349609,5.14,11.8601933496229,1687000
TR-066.57,T44,TR,2015,2,225,2015-08-13,Tributary,Tributary,50.49451,-63.25605,17.42,104.391976391061,5.4,11.1160097737172,1228000
TR-060.61,T46,TR,2015,2,225,2015-08-13,Tributary,Tributary,50.4511,-63.24621,14.9,97.8949539058158,5.82,15.8541378944014,728500
NA,HW24,NA,2016,1,162,2016-06-10,Hyporheic,Hyporheic,51.21285,-63.92264,NA,NA,NA,1.41594325640483,1796000
NA,HW25,NA,2016,1,162,2016-06-10,Hyporheic,Hyporheic,51.20954,-63.42093,NA,NA,NA,3.00391700190557,1411375
NA,HW26,NA,2016,1,163,2016-06-11,Hyporheic,Hyporheic,51.36657,-63.87721,NA,NA,NA,6.08035147152234,10105000
NA,HW27,NA,2016,1,163,2016-06-11,Hyporheic,Hyporheic,51.36616,-63.87573,NA,NA,NA,7.20728350624603,3487777.77777778
NA,HW28,NA,2016,1,164,2016-06-12,Hyporheic,Hyporheic,51.20215,-63.92329,NA,NA,NA,0.840567435951726,3357744.78330658
NA,HW30,NA,2016,1,164,2016-06-12,Hyporheic,Hyporheic,51.18623,-63.93188,NA,NA,NA,3.38503070082575,4287500
NA,HW31,NA,2016,1,167,2016-06-15,Hyporheic,Hyporheic,51.30344,-63.86294,NA,NA,NA,2.17234808384501,3242571.42857143
NA,HW32,NA,2016,1,165,2016-06-13,Hyporheic,Hyporheic,51.30254,-63.87091,NA,NA,NA,0.615604488672454,924689.393939394
NA,L328_1,L,2016,1,164,2016-06-12,Lake,Lake,50.57727,-63.46136,6.77,106.160623368806,5.93,5.4133487007544,715750
NA,L328_2,L,2016,1,164,2016-06-12,Lake,Lake,50.46541,-63.57906,9.5,109.048163615515,5.97,5.65381391450126,NA
NA,L329_1,L,2016,1,164,2016-06-12,Lake,Lake,50.5621,-63.30718,10,98.745338933402,5.66,6.30919949706622,NA
NA,L329_2,L,2016,1,164,2016-06-12,Lake,Lake,50.47179,-63.42405,7.8,99.5436735959714,5.76,5.42068315171836,898000
NA,L330_C1,L,2016,1,165,2016-06-13,Lake,Lake,NA,NA,NA,NA,NA,3.87625733445096,717937.5
NA,LR49,LR,2016,1,154,2016-06-02,HeadwaterLakes,HeadwaterLakes,52.35835,-63.9938,7.9,104.679886014207,6.2,6.34077916578446,1006250
NA,LR50,LR,2016,1,154,2016-06-02,HeadwaterLakes,HeadwaterLakes,52.12788,-63.70666,6.24,94.5848933605189,6.28,6.29155197967394,1135800
NA,LR51,LR,2016,1,154,2016-06-02,HeadwaterLakes,HeadwaterLakes,52.05113,-63.70082,6.29,95.4611870365366,6.4,6.4958712682617,1343500
NA,LR52,LR,2016,1,155,2016-06-03,HeadwaterLakes,HeadwaterLakes,52.0863,-63.83093,6.01,39.587474418278,5.96,6.41753123015033,1161600
NA,LR53,LR,2016,1,155,2016-06-03,River,Upriver,52.05905,-63.84372,5.94,75.170458415752,6.31,6.51492695320771,1164600
NA,LR53.1,LR,2016,1,155,2016-06-03,River,Upriver,52.0545,-63.83554,5.96,83.6536370925214,6.31,NA,NA
NA,LR53.2,LR,2016,1,155,2016-06-03,River,Upriver,52.05183,-63.83467,5.96,82.8954470282387,6.42,NA,NA
NA,LR53.3,LR,2016,1,155,2016-06-03,River,Upriver,52.04757,-63.8327,5.97,85.6129097161871,6.44,NA,NA
NA,LR54,LR,2016,1,155,2016-06-03,River,Upriver,51.97409,-63.77726,6.07,100.894683782886,6.48,6.41964852847766,1177600
NA,LR54.1,LR,2016,1,155,2016-06-03,River,Upriver,51.96431,-63.77349,6.11,109.032431685076,6.5,NA,NA
NA,LR54.2,LR,2016,1,155,2016-06-03,River,Upriver,51.90446,-63.79842,6.61,84.7609720106763,6.7,NA,NA
NA,LR54.3,LR,2016,1,155,2016-06-03,River,Upriver,51.90772,-63.81241,6.67,66.6151006120886,6.67,NA,NA
NA,LR54.4,LR,2016,1,155,2016-06-03,River,Upriver,51.8483,-63.75907,7.14,100.725690320357,6.7,NA,NA
NA,LR54.5,LR,2016,1,155,2016-06-03,River,Upriver,51.84408,-63.75071,6.86,95.9851099887129,6.68,NA,NA
NA,LR55,LR,2016,1,157,2016-06-05,River,Upriver,51.77992,-63.71551,7.37,78.7448722690747,6.71,6.34554308702096,1549750
NA,LR56,LR,2016,1,157,2016-06-05,River,Upriver,51.70283,-63.71917,7.57,104.97291089698,6.78,6.40006351894982,1484500
NA,LR56.1,LR,2016,1,157,2016-06-05,River,Upriver,51.70255,-63.71982,7.66,99.3584277112845,6.75,NA,NA
NA,LR56.2,LR,2016,1,157,2016-06-05,River,Upriver,51.54156,-63.73735,7.56,100.763112748667,6.79,NA,NA
NA,LR56.3,LR,2016,1,157,2016-06-05,River,Upriver,51.53574,-63.74422,7.56,98.3681764906085,6.75,NA,NA
NA,LR56.4,LR,2016,1,157,2016-06-05,River,Upriver,51.39212,-63.74738,7.92,102.742392388508,6.8,NA,NA
NA,LR57,LR,2016,1,161,2016-06-09,River,Downriver,50.38105,-63.26677,4.73,93.2089428389937,6.14,5.65477450772814,1562000
NA,LR57.1,LR,2016,1,161,2016-06-09,River,Downriver,50.35773,-63.26681,5.5,96.3612025557338,5.43,NA,NA
NA,LR58,LR,2016,1,161,2016-06-09,River,Downriver,50.32945,-63.29131,4.85,93.524734236997,6.22,5.72835062460301,2106000
NA,LR59,LR,2016,1,161,2016-06-09,River,Downriver,50.32291,-63.36477,5.27,95.342036202922,6.24,5.75111158162185,1545000
NA,LR59.1,LR,2016,1,161,2016-06-09,River,Downriver,50.32308,-63.36179,7.31,96.2310445819882,6,NA,NA
NA,LR60,LR,2016,1,161,2016-06-09,River,Downriver,50.30492,-63.58691,5.68,80.0533065960193,6.95,6.20686004658056,1735500
NA,LR61,LR,2016,1,161,2016-06-09,River,Downriver,50.31145,-63.48157,5.34,69.784071503317,6.64,6.02688968875715,1549750
NA,LR62,LR,2016,1,161,2016-06-09,River,Downriver,50.317449,-63.31067,5.06,60.8666140715027,6.52,5.9946008892653,1494500
NA,LR63,LR,2016,1,163,2016-06-11,River,Upriver,51.38269,-63.58594,9.44,100.819342278873,6.51,6.7764132966335,1621000
NA,LR64,LR,2016,1,163,2016-06-11,River,Upriver,51.30358,-63.39372,9.98,106.809139277345,6.67,6.96908744442092,1595500
NA,LR65,LR,2016,1,163,2016-06-11,River,Upriver,51.27259,-63.35046,10.17,110.692836932034,6.6,6.67742959983062,1601250
NA,LR65.1,LR,2016,1,163,2016-06-11,River,Upriver,51.27213,-63.35024,10.22,110.651743628547,6.66,NA,NA
NA,LR66,LR,2016,1,164,2016-06-12,River,Upriver,51.18214,-63.36409,10.85,105.681037879088,6.57,6.60702943044675,2208000
NA,LR67,LR,2016,1,166,2016-06-14,River,Downriver,50.3096,-63.6232,6.12,101.296040401679,6.38,5.93743383442727,1536000
NA,LR67.1,LR,2016,1,166,2016-06-14,River,Downriver,50.30902,-63.62474,6.12,107.403116792455,6.38,NA,NA
NA,LR67.2,LR,2016,1,166,2016-06-14,River,Downriver,50.31002,-63.62158,6.12,107.403116792455,6.38,NA,NA
NA,LR67.3,LR,2016,1,166,2016-06-14,River,Downriver,50.30859,-63.63934,6.6,106.026943316631,6.46,NA,NA
NA,LR67.4,LR,2016,1,166,2016-06-14,River,Downriver,50.3033,-63.66057,6.18,107.537266524833,6.44,NA,NA
NA,LR67.5,LR,2016,1,166,2016-06-14,River,Downriver,50.30596,-63.71086,6.28,105.751101767642,6.4,NA,NA
NA,LR67.6,LR,2016,1,166,2016-06-14,River,Downriver,50.32449,-63.74258,6.36,107.438077023414,6.47,NA,NA
NA,LR68,LR,2016,1,166,2016-06-14,River,Downriver,50.31653,-63.76784,6.8,107.411416346136,6.43,6.08088079610417,1571125
PR-04A,PR24,PR,2016,1,162,2016-06-10,Stream,Stream,51.21285,-63.92264,NA,NA,NA,5.68367560771165,1059300
PR-04A,PR24.1,PR,2016,1,162,2016-06-10,Stream,Stream,51.21285,-63.92264,6.1,99.5070815026515,6.45,NA,NA
PR-04A,PR24.2,PR,2016,1,162,2016-06-10,Stream,Stream,51.21285,-63.92264,6.1,100.816960425413,7.17,NA,NA
PR-03B,PR25,PR,2016,1,162,2016-06-10,Stream,Stream,51.20954,-63.92093,NA,NA,NA,5.69310561609388,864000
PR-03B,PR25.1,PR,2016,1,162,2016-06-10,Stream,Stream,51.20954,-63.92093,8.88,74.0568198197397,6.7,NA,NA
PR-03B,PR25.2,PR,2016,1,162,2016-06-10,Stream,Stream,51.20954,-63.92093,8.91,85.0653357008119,6.59,NA,NA
PR-01A,PR26,PR,2016,1,163,2016-06-11,Stream,Stream,51.36657,-63.87721,NA,NA,NA,11.0472548197821,860600
PR-01A,PR26.1,PR,2016,1,163,2016-06-11,Stream,Stream,51.36657,-63.87721,4.82,79.8501270536419,6.41,NA,NA
PR-01A,PR26.2,PR,2016,1,163,2016-06-11,Stream,Stream,51.36657,-63.87721,4.84,74.0115967361749,5.97,NA,NA
PR-02B,PR27,PR,2016,1,163,2016-06-11,Stream,Stream,51.36616,-63.87573,NA,NA,NA,10.3248113998324,871816.666666667
PR-02B,PR27.1,PR,2016,1,163,2016-06-11,Stream,Stream,51.36616,-63.87573,5.87,74.8491678017611,5.62,NA,NA
PR-02B,PR27.2,PR,2016,1,163,2016-06-11,Stream,Stream,51.36616,-63.87573,5.87,70.3159336148203,5.62,NA,NA
PR-06B,PR28,PR,2016,1,164,2016-06-12,Stream,Stream,51.20215,-63.92329,NA,NA,NA,5.29285414920369,673000
PR-06B,PR28.1,PR,2016,1,164,2016-06-12,Stream,Stream,51.20215,-63.92329,4.68,91.0846006823443,6.07,NA,NA
PR-06B,PR28.2,PR,2016,1,164,2016-06-12,Stream,Stream,51.20215,-63.92329,4.67,95.773568247814,6.27,NA,NA
PR-05A,PR29,PR,2016,1,164,2016-06-12,Stream,Stream,51.2029,-63.92485,NA,NA,NA,5.2446563285834,543000
PR-05A,PR29.1,PR,2016,1,164,2016-06-12,Stream,Stream,51.2029,-63.92485,6.37,102.795182767603,6.05,NA,NA
PR-05A,PR29.2,PR,2016,1,164,2016-06-12,Stream,Stream,51.2029,-63.92485,6.38,102.791977849189,6.03,NA,NA
PR-07S,PR30,PR,2016,1,164,2016-06-12,Stream,Stream,51.18623,-63.93188,NA,NA,NA,4.34828164291702,2783000
PR-07S,PR30.1,PR,2016,1,164,2016-06-12,Stream,Stream,51.18623,-63.93188,15.49,89.796095414781,5.3,NA,NA
PR-07S,PR30.2,PR,2016,1,164,2016-06-12,Stream,Stream,51.18623,-63.93188,12.28,91.6987209697884,5.03,NA,NA
PR-10B,PR31,PR,2016,1,167,2016-06-15,Stream,Stream,51.30344,-63.86294,NA,NA,NA,7.1065590947192,1108300
PR-10B,PR31.1,PR,2016,1,167,2016-06-15,Stream,Stream,51.30344,-63.86294,6.35,102.90190788986,5.84,NA,NA
PR-10B,PR31.2,PR,2016,1,167,2016-06-15,Stream,Stream,51.30344,-63.86294,6.34,103.27864933294,6.1,NA,NA
PR-10B,PR31.3,PR,2016,1,167,2016-06-15,Stream,Stream,51.30344,-63.86294,6.36,103.488744219309,5.26,NA,NA
PR-09A,PR32,PR,2016,1,165,2016-06-13,Stream,Stream,51.30254,-63.87091,NA,NA,NA,6.22170997485331,1051016.66666667
PR-09A,PR32.1,PR,2016,1,165,2016-06-13,Stream,Stream,51.30254,-63.87091,11.22,100.185199051074,6.36,NA,NA
PR-09A,PR32.2,PR,2016,1,165,2016-06-13,Stream,Stream,51.30254,-63.87091,11.27,101.472938488597,6.36,NA,NA
PR-09A,PR32.3,PR,2016,1,165,2016-06-13,Stream,Stream,51.30254,-63.87091,11.35,101.730250516674,6.41,NA,NA
PR-09A,PR32.4,PR,2016,1,165,2016-06-13,Stream,Stream,51.30254,-63.87091,11.44,101.997155990171,6.45,NA,NA
NA,PUIT1,NA,2016,1,160,2016-06-08,Tributary,Tributary,50.37787,-63.26111,NA,NA,NA,1.03800550497565,NA
NA,PUIT2,NA,2016,1,160,2016-06-08,Tributary,Tributary,50.3776,-63.26113,NA,NA,NA,0.374761803938175,NA
NA,PUIT3,NA,2016,1,160,2016-06-08,Tributary,Tributary,50.33402,-63.21383,NA,NA,NA,0.289540546262968,NA
NA,RO1-01,RO1,2016,1,157,2016-06-05,Reservoir,RO1,50.63185,-63.16687,9.6,104.421722955229,5.62,6.06192372170997,1367600
NA,RO1-01.1,RO1,2016,1,157,2016-06-05,Reservoir,RO1,50.62739,-63.18835,3.7,63.4797652507389,5.83,NA,NA
NA,RO1-02,RO1,2016,1,157,2016-06-05,Reservoir,RO1,50.62154,-63.17035,3.69,73.3993139968718,5.79,5.68996227996647,1936500
NA,RO1-02.1,RO1,2016,1,157,2016-06-05,Reservoir,RO1,50.60273,-63.17543,7.48,91.7063393025422,5.81,NA,NA
NA,RO1-03,RO1,2016,1,157,2016-06-05,Reservoir,RO1,50.54065,-63.22003,4.06,67.2046345743666,5.96,5.74182732606873,1228900
NA,RO1-03.1,RO1,2016,1,157,2016-06-05,Reservoir,RO1,50.52669,-63.23729,5.76,73.1037261103783,5.95,NA,NA
NA,RO1-04,RO1,2016,1,158,2016-06-06,Reservoir,RO1,50.46759,-63.24461,4.14,68.1504125872472,5.98,5.79735959765298,1169200
NA,RO1-04.1,RO1,2016,1,158,2016-06-06,Reservoir,RO1,50.4623,-63.22644,4.89,77.7973160736564,6.02,NA,NA
NA,RO1-05,RO1,2016,1,158,2016-06-06,Reservoir,RO1,50.4438,-63.2303,4.35,74.5718641662469,5.99,5.83874685666387,1086966.66666667
NA,RO1-06,RO1,2016,1,167,2016-06-15,Reservoir,RO1,50.40915,-63.22786,5.25,92.9064022438754,6.39,6.03520536462699,1259583.33333333
NA,RO1-06.1,RO1,2016,1,167,2016-06-15,Reservoir,RO1,50.43291,-63.21614,5.64,95.564952288428,6.16,NA,NA
NA,RO1-06.2,RO1,2016,1,167,2016-06-15,Reservoir,RO1,50.42649,-63.22844,5.54,92.829053897,6,NA,NA
NA,RO1-06.3,RO1,2016,1,167,2016-06-15,Reservoir,RO1,50.44828,-63.24786,7.4,98.8756320020538,6.23,NA,NA
NA,RO1-06.4,RO1,2016,1,167,2016-06-15,Reservoir,RO1,50.45071,-63.2461,5.51,94.3347515951971,6.26,NA,NA
NA,RO2-30,RO2,2016,1,153,2016-06-01,Reservoir,RO2,50.67471,-63.24033,3.62,61.4728390123668,5.83,5.72453897736798,1008000
NA,RO2-30.1,RO2,2016,1,153,2016-06-01,Reservoir,RO2,50.66211,-63.25928,3.8,62.3261042849055,5.97,NA,NA
NA,RO2-30.2,RO2,2016,1,153,2016-06-01,Reservoir,RO2,50.6628,-63.26314,3.5,64.5380867308448,5.96,NA,NA
NA,RO2-30.3,RO2,2016,1,153,2016-06-01,Reservoir,RO2,50.65974,-63.26794,3.52,65.1881106970083,5.98,NA,NA
NA,RO2-30.4,RO2,2016,1,153,2016-06-01,Reservoir,RO2,50.6561,-63.26959,3.5,66.9226882667878,6,NA,NA
NA,RO2-30D,RO2,2016,1,153,2016-06-01,Deep,Deep,50.67471,-63.24033,3.47,59.0033276341666,5.84,5.8251257334451,NA
NA,RO2-31,RO2,2016,1,153,2016-06-01,Reservoir,RO2,50.66413,-63.26339,3.7,65.7320905098409,5.97,5.75702011735122,1277125
NA,RO2-31.1,RO2,2016,1,153,2016-06-01,Reservoir,RO2,50.6698,-63.26417,3.5,66.9226882667878,5.99,NA,NA
NA,RO2-31.2,RO2,2016,1,153,2016-06-01,Reservoir,RO2,50.67735,-63.26509,7.12,79.6820371653252,6.02,NA,NA
NA,RO2-32,RO2,2016,1,154,2016-06-02,Reservoir,RO2,50.8887,-63.22811,7.04,96.8175695941892,6.17,6.50094300083822,1406625
NA,RO2-32.1,RO2,2016,1,154,2016-06-02,Reservoir,RO2,50.88401,-63.21714,7.13,99.9174511237148,6.31,NA,NA
NA,RO2-32.2,RO2,2016,1,154,2016-06-02,Reservoir,RO2,50.87835,-63.22726,7.24,100.584162392687,6.32,NA,NA
NA,RO2-32.3,RO2,2016,1,154,2016-06-02,Reservoir,RO2,50.87814,-63.20255,6.4,102.075906629462,5.86,NA,NA
NA,RO2-32.4,RO2,2016,1,154,2016-06-02,Reservoir,RO2,50.87411,-63.1899,5.52,80.7542710886576,5.99,NA,NA
NA,RO2-33,RO2,2016,1,154,2016-06-02,Reservoir,RO2,50.85346,-63.14424,5.37,83.8237328189176,5.98,6.90014668901928,1189900
NA,RO2-33.1,RO2,2016,1,154,2016-06-02,Reservoir,RO2,50.85969,-63.16375,3.92,80.2538734667881,5.98,NA,NA
NA,RO2-34,RO2,2016,1,155,2016-06-03,Reservoir,RO2,50.84412,-63.18341,5.65,102.012386420772,6.33,6.82575440067058,1235400
NA,RO2-34.1,RO2,2016,1,155,2016-06-03,Reservoir,RO2,50.83772,-63.19551,5.61,101.257792436484,6.29,NA,NA
NA,RO2-34.2,RO2,2016,1,155,2016-06-03,Reservoir,RO2,50.82565,-63.18099,6.2,89.6932593181703,6.06,NA,NA
NA,RO2-34.3,RO2,2016,1,155,2016-06-03,Reservoir,RO2,50.8199,-63.18776,4.26,87.8196778444073,6.08,NA,NA
NA,RO2-34.4,RO2,2016,1,155,2016-06-03,Reservoir,RO2,50.82629,-63.20231,5.22,98.481739507705,6.21,NA,NA
NA,RO2-35,RO2,2016,1,155,2016-06-03,Reservoir,RO2,50.79803,-63.2,3.67,91.3336742227454,6.13,6.50775356244761,1168400
NA,RO2-35.1,RO2,2016,1,155,2016-06-03,Reservoir,RO2,50.79982,-63.20634,7.74,95.7139149224167,5.95,NA,NA
NA,RO2-35.2,RO2,2016,1,155,2016-06-03,Reservoir,RO2,50.7715,-63.18787,4.33,75.9907865249132,6.05,NA,NA
